,Number,Time,OD600,Sample,Dilution_Factor,Time_h,Tube Name:,Sample ID:,All Events ,V1L Events,V1R Events,P1 Events,H1-UR Events,H1-UL Events,H1-LL Events,H1-LR Events,H2-UR Events,H2-UL Events,H2-LL Events,H2-LR Events,P1 AND NOT(H2-LL) Events,All Events  % Total,V1L % Total,V1R % Total,P1 % Total,H1-UR % Total,H1-UL % Total,H1-LL % Total,H1-LR % Total,H2-UR % Total,H2-UL % Total,H2-LL % Total,H2-LR % Total,P1 AND NOT(H2-LL) % Total,All Events  % Parent,V1L % Parent,V1R % Parent,P1 % Parent,H1-UR % Parent,H1-UL % Parent,H1-LL % Parent,H1-LR % Parent,H2-UR % Parent,H2-UL % Parent,H2-LL % Parent,H2-LR % Parent,P1 AND NOT(H2-LL) % Parent,All Events  Mean FITC-A,V1L Mean FITC-A,V1R Mean FITC-A,P1 Mean FITC-A,H1-UR Mean FITC-A,H1-UL Mean FITC-A,H1-LL Mean FITC-A,H1-LR Mean FITC-A,H2-UR Mean FITC-A,H2-UL Mean FITC-A,H2-LL Mean FITC-A,H2-LR Mean FITC-A,P1 AND NOT(H2-LL) Mean FITC-A,All Events  Mean ECD-A,V1L Mean ECD-A,V1R Mean ECD-A,P1 Mean ECD-A,H1-UR Mean ECD-A,H1-UL Mean ECD-A,H1-LL Mean ECD-A,H1-LR Mean ECD-A,H2-UR Mean ECD-A,H2-UL Mean ECD-A,H2-LL Mean ECD-A,H2-LR Mean ECD-A,P1 AND NOT(H2-LL) Mean ECD-A,All Events  Mean Red-H,V1L Mean Red-H,V1R Mean Red-H,P1 Mean Red-H,H1-UR Mean Red-H,H1-UL Mean Red-H,H1-LL Mean Red-H,H1-LR Mean Red-H,H2-UR Mean Red-H,H2-UL Mean Red-H,H2-LL Mean Red-H,H2-LR Mean Red-H,P1 AND NOT(H2-LL) Mean Red-H,All Events  Mean Green-H,V1L Mean Green-H,V1R Mean Green-H,P1 Mean Green-H,H1-UR Mean Green-H,H1-UL Mean Green-H,H1-LL Mean Green-H,H1-LR Mean Green-H,H2-UR Mean Green-H,H2-UL Mean Green-H,H2-LL Mean Green-H,H2-LR Mean Green-H,P1 AND NOT(H2-LL) Mean Green-H,FCS,Growth Rate
163,163,2020-09-30 12:45:53,0.037000000000000005,M5_L6,,26.078611111111112,163.0,,100000.0,920.0,80489.0,81409.0,12.0,80607.0,775.0,15.0,64.0,80454.0,878.0,13.0,80531.0,100.00%,0.92%,80.49%,81.41%,0.01%,80.61%,0.77%,0.02%,0.06%,80.45%,0.88%,0.01%,80.53%,100.00%,1.13%,98.87%,81.41%,0.01%,99.01%,0.95%,0.02%,0.08%,98.83%,1.08%,0.02%,80.53%,599717.8,340.3,628338.6,621241.7,44017.9,627414.4,182.1,331.6,73216.3,628554.2,301.6,891.7,628011.6,10237.2,2535.5,10664.6,10572.8,23312.3,10645.7,75.0,150744.3,18196.2,10654.5,88.0,175591.3,10687.1,150.3,53.5,147.1,146.0,302.5,146.9,11.7,2585.8,312.0,146.9,11.6,2998.3,147.5,8065.5,14.7,7681.8,7595.1,497.6,7670.5,11.4,9.5,1012.3,7684.3,13.4,15.7,7677.8,True,0.09492467043955542
164,164,2020-09-30 12:47:27,0.016,M5,,26.10472222222222,164.0,,52324.0,481.0,42969.0,43450.0,109.0,42888.0,339.0,114.0,128.0,42882.0,331.0,109.0,43119.0,100.00%,0.92%,82.12%,83.04%,0.21%,81.97%,0.65%,0.22%,0.24%,81.95%,0.63%,0.21%,82.41%,100.00%,1.11%,98.89%,83.04%,0.25%,98.71%,0.78%,0.26%,0.29%,98.69%,0.76%,0.25%,82.41%,611509.1,414.0,686041.3,678451.3,29066.9,687263.4,114.8,1278.0,34201.4,687331.4,104.0,1358.3,683658.5,11132.9,18671.4,12253.7,12324.8,67858.6,12011.2,64.0,113670.8,56866.7,12007.4,77.4,122077.1,12418.8,207.3,477.1,192.4,195.5,1008.8,189.0,11.0,2445.7,987.4,188.8,11.2,2465.2,197.0,9995.6,16.5,9214.0,9112.2,404.6,9230.4,9.9,33.1,535.1,9231.2,9.5,31.3,9182.1,True,0.042304930097461016
165,165,2020-09-30 14:04:07,0.02,pECJ3,,27.3825,165.0,,62764.0,785.0,49991.0,50776.0,1.0,50265.0,505.0,5.0,1.0,50304.0,468.0,3.0,50308.0,100.00%,1.25%,79.65%,80.90%,0.00%,80.09%,0.80%,0.01%,0.00%,80.15%,0.75%,0.00%,80.15%,100.00%,1.55%,98.45%,80.90%,0.00%,98.99%,0.99%,0.01%,0.00%,99.07%,0.92%,0.01%,80.15%,577909.8,607.4,657087.1,646937.9,40353.0,653511.9,193.8,457.7,40353.0,653005.7,168.3,455.4,652954.6,10723.5,846.8,12371.5,12193.4,18366.5,12304.1,109.2,117937.8,18366.5,12294.6,131.2,194297.3,12305.6,185.1,19.4,179.2,176.7,587.4,178.3,11.5,1332.1,587.4,178.1,11.7,2188.9,178.3,9503.4,20.7,8516.6,8385.3,1166.1,8470.4,11.8,8.5,1166.1,8463.9,10.3,9.4,8463.2,True,0.03781606794904406
166,166,2020-09-30 14:06:16,0.02,M5_L5,,27.418333333333333,166.0,,66051.0,820.0,55296.0,56116.0,0.0,55565.0,538.0,13.0,7.0,55603.0,494.0,12.0,55622.0,100.00%,1.24%,83.72%,84.96%,0.00%,84.12%,0.81%,0.02%,0.01%,84.18%,0.75%,0.02%,84.21%,100.00%,1.46%,98.54%,84.96%,0.00%,99.02%,0.96%,0.02%,0.01%,99.09%,0.88%,0.02%,84.21%,624282.6,568.7,688522.1,678469.3,,685195.4,179.3,212.2,100418.9,684714.9,148.2,210.4,684493.7,9526.1,1379.6,10556.8,10422.7,,10506.1,116.8,80396.2,25223.8,10495.7,138.1,86965.1,10514.1,157.1,44.1,157.0,155.4,,156.3,11.9,2069.6,588.5,156.1,12.2,2240.4,156.6,9494.1,21.0,9123.9,8990.9,,9080.0,11.4,11.6,2079.8,9073.5,9.9,12.2,9070.7,True,0.037524051980325566
167,167,2020-09-30 14:08:01,0.038,M5_L6,,27.4475,167.0,,95526.0,1231.0,73074.0,74305.0,17.0,73362.0,914.0,12.0,36.0,73063.0,1194.0,12.0,73111.0,100.00%,1.29%,76.50%,77.79%,0.02%,76.80%,0.96%,0.01%,0.04%,76.48%,1.25%,0.01%,76.54%,100.00%,1.66%,98.34%,77.79%,0.02%,98.73%,1.23%,0.02%,0.05%,98.33%,1.61%,0.02%,76.54%,640849.9,471.7,672954.8,661813.8,36152.0,670310.1,177.1,601.5,132192.1,672991.1,468.4,731.4,672614.5,10897.1,1071.5,11488.4,11315.8,17519.0,11438.3,82.2,109508.0,27091.6,11475.2,97.8,109637.6,11499.0,152.0,30.8,154.2,152.1,258.9,153.6,11.6,2034.2,406.6,154.0,11.7,2040.8,154.4,8271.8,18.3,8098.7,7964.8,448.7,8067.0,11.3,14.8,1737.7,8099.1,17.0,18.9,8094.6,True,0.019481674004825634
168,168,2020-09-30 14:10:05,0.0163,M5,,27.481944444444444,168.0,,63624.0,1354.0,49549.0,50903.0,67.0,49570.0,930.0,336.0,103.0,49586.0,902.0,312.0,50001.0,100.00%,2.13%,77.88%,80.01%,0.11%,77.91%,1.46%,0.53%,0.16%,77.94%,1.42%,0.49%,78.59%,100.00%,2.66%,97.34%,80.01%,0.13%,97.38%,1.83%,0.66%,0.20%,97.41%,1.77%,0.61%,78.59%,598472.5,394.9,711524.1,692608.3,37158.2,711173.1,108.0,1196.3,71282.7,710846.9,101.8,1128.5,705100.9,11979.5,16944.3,13533.2,13623.9,130034.4,13141.4,103.2,99017.8,104166.9,13123.4,123.8,102311.7,13867.4,218.5,486.2,211.9,219.2,1667.1,206.6,12.2,2362.8,1627.5,206.3,12.4,2411.2,223.0,9592.2,16.6,9812.8,9552.2,479.5,9808.0,9.8,32.8,1084.3,9803.3,9.2,30.7,9724.4,True,0.013488299326859344
169,169,2020-09-30 15:25:22,0.02,pECJ3,,28.736666666666668,169.0,,68027.0,1669.0,51199.0,52868.0,5.0,51861.0,996.0,6.0,8.0,51921.0,933.0,6.0,51935.0,100.00%,2.45%,75.26%,77.72%,0.01%,76.24%,1.46%,0.01%,0.01%,76.32%,1.37%,0.01%,76.34%,100.00%,3.16%,96.84%,77.72%,0.01%,98.10%,1.88%,0.01%,0.02%,98.21%,1.76%,0.01%,76.34%,550429.0,642.2,655499.4,634826.1,69955.5,647143.0,148.5,123.2,140892.3,646380.8,130.2,123.2,646228.2,9511.2,248.6,11373.3,11022.1,27474.9,11226.5,61.2,50226.6,33390.1,11210.8,73.7,50226.6,11218.8,186.7,17.8,184.7,179.4,667.0,182.4,11.4,1876.5,752.1,182.2,11.7,1876.5,182.4,8374.1,22.0,8518.4,8250.2,925.9,8410.1,11.2,10.4,1990.3,8400.2,10.0,10.4,8398.2,True,0.0
170,170,2020-09-30 15:27:06,0.02,M5_L5,,28.765555555555554,170.0,,69622.0,1269.0,54256.0,55525.0,0.0,54833.0,659.0,33.0,3.0,54904.0,588.0,30.0,54937.0,100.00%,1.82%,77.93%,79.75%,0.00%,78.76%,0.95%,0.05%,0.00%,78.86%,0.84%,0.04%,78.91%,100.00%,2.29%,97.71%,79.75%,0.00%,98.75%,1.19%,0.06%,0.01%,98.88%,1.06%,0.05%,78.91%,583718.4,760.9,681034.2,665486.8,,673882.6,213.4,207.6,136905.4,673004.5,165.7,208.9,672607.9,8604.4,2298.5,10019.6,9843.2,,9914.9,89.4,85464.9,27549.9,9900.6,108.5,93830.7,9947.4,166.9,58.7,158.6,156.3,,157.0,11.7,1842.2,643.8,156.8,11.9,2023.1,157.8,9502.8,25.0,9036.2,8830.3,,8941.6,12.7,10.1,2430.9,8929.9,10.7,10.4,8924.7,True,0.0
171,171,2020-09-30 15:28:27,0.0403,M5_L6,,28.788055555555555,171.0,,100000.0,1643.0,78480.0,80123.0,20.0,79105.0,984.0,14.0,48.0,78525.0,1538.0,12.0,78585.0,100.00%,1.64%,78.48%,80.12%,0.02%,79.11%,0.98%,0.01%,0.05%,78.53%,1.54%,0.01%,78.58%,100.00%,2.05%,97.95%,80.12%,0.02%,98.73%,1.23%,0.02%,0.06%,98.01%,1.92%,0.01%,78.58%,688816.3,685.4,680433.6,666494.7,66675.8,675052.0,234.6,231.6,113922.5,679975.4,659.8,236.8,679525.9,11369.4,747.0,11305.5,11089.0,25491.5,11210.6,85.9,76823.6,23910.9,11284.3,106.0,89605.2,11303.9,154.4,30.3,156.1,153.5,375.2,154.8,12.6,2150.8,395.0,155.8,12.3,2513.0,156.3,8126.2,23.5,8156.6,7989.9,784.9,8092.3,13.4,9.1,1584.8,8151.1,21.3,11.1,8145.8,True,0.04383653402704211
172,172,2020-09-30 15:32:49,0.0173,M5,,28.860833333333332,172.0,,58316.0,1321.0,47771.0,49092.0,50.0,48079.0,427.0,536.0,138.0,47465.0,935.0,554.0,48157.0,100.00%,2.27%,81.92%,84.18%,0.09%,82.45%,0.73%,0.92%,0.24%,81.39%,1.60%,0.95%,82.58%,100.00%,2.69%,97.31%,84.18%,0.10%,97.94%,0.87%,1.09%,0.28%,96.69%,1.90%,1.13%,82.58%,604463.1,684.7,673671.2,655562.0,34296.7,669329.2,246.0,660.2,193971.2,677438.4,1033.0,911.1,668270.1,12777.4,33700.1,12840.5,13401.8,104701.1,12401.3,127.6,105210.1,29126.6,12509.1,147.9,108340.9,13659.2,246.4,958.4,207.0,227.2,1633.3,201.0,13.8,2616.0,629.2,202.2,12.9,2629.9,231.3,9042.8,23.8,9190.7,8944.0,596.0,9131.5,14.4,21.2,3974.8,9238.2,30.5,25.8,9117.1,True,0.04318070453014929
173,173,2020-09-30 16:35:33,0.02,pECJ3,,29.906388888888888,173.0,,68421.0,2135.0,49047.0,51182.0,8.0,50046.0,1116.0,12.0,81.0,50261.0,816.0,24.0,50366.0,100.00%,3.12%,71.68%,74.80%,0.01%,73.14%,1.63%,0.02%,0.12%,73.46%,1.19%,0.04%,73.61%,100.00%,4.17%,95.83%,74.80%,0.02%,97.78%,2.18%,0.02%,0.16%,98.20%,1.59%,0.05%,73.61%,516653.7,767.1,638644.5,612036.1,169558.8,625897.4,189.1,461.6,312646.4,622746.1,76.1,265.1,621950.8,10221.5,543.9,12877.9,12363.4,49784.1,12603.1,58.2,132001.1,27074.6,12513.6,67.0,66253.5,12562.6,165.4,19.5,185.6,178.7,624.7,182.0,11.4,1833.4,537.0,180.5,11.4,935.4,181.4,7839.5,25.2,8301.0,7955.7,1763.8,8135.8,12.6,11.9,5949.4,8091.8,8.9,12.7,8084.5,True,0.0
174,174,2020-09-30 16:37:37,0.019,M5_L5,,29.940833333333334,174.0,,65548.0,1762.0,50688.0,52450.0,0.0,51703.0,700.0,47.0,3.0,51822.0,579.0,46.0,51871.0,100.00%,2.69%,77.33%,80.02%,0.00%,78.88%,1.07%,0.07%,0.00%,79.06%,0.88%,0.07%,79.13%,100.00%,3.36%,96.64%,80.02%,0.00%,98.58%,1.33%,0.09%,0.01%,98.80%,1.10%,0.09%,79.13%,563874.3,923.7,661044.3,638868.3,,648094.9,255.3,202.5,251576.0,646593.5,188.9,191.3,645997.4,7944.6,2069.8,9149.1,8911.2,,8970.7,39.2,75580.3,41311.7,8947.6,63.7,77178.4,9010.0,169.8,62.7,157.4,154.2,,154.5,11.0,1964.7,794.8,154.1,11.4,2007.1,155.8,8791.2,28.7,8754.1,8461.0,,8583.1,13.9,10.6,3900.7,8563.2,11.2,10.7,8555.3,True,-0.0436435499397736
175,175,2020-09-30 16:40:10,0.04,M5_L6,,29.983333333333334,175.0,,100000.0,2118.0,73923.0,76041.0,19.0,74954.0,1026.0,42.0,24.0,75074.0,902.0,41.0,75139.0,100.00%,2.12%,73.92%,76.04%,0.02%,74.95%,1.03%,0.04%,0.02%,75.07%,0.90%,0.04%,75.14%,100.00%,2.79%,97.21%,76.04%,0.02%,98.57%,1.35%,0.06%,0.03%,98.73%,1.19%,0.05%,75.14%,672859.0,837.9,675419.1,656629.8,76042.2,666129.0,287.1,203.1,124747.6,665044.3,269.0,197.3,664508.9,10948.5,2512.1,11023.5,10786.4,32434.3,10864.9,72.3,122565.9,38565.2,10843.2,103.0,125510.8,10914.6,163.2,61.7,154.8,152.2,507.8,152.7,12.3,2546.1,633.0,152.4,12.7,2607.9,153.9,8227.9,26.5,7944.8,7724.3,1160.0,7835.8,14.6,9.8,1901.0,7823.0,12.4,9.9,7816.8,True,-0.006251278972652355
176,176,2020-09-30 16:41:48,0.017,M5,,30.010555555555555,176.0,,68604.0,2554.0,50901.0,53455.0,35.0,51465.0,846.0,1109.0,52.0,51540.0,758.0,1105.0,52697.0,100.00%,3.72%,74.20%,77.92%,0.05%,75.02%,1.23%,1.62%,0.08%,75.13%,1.10%,1.61%,76.81%,100.00%,4.78%,95.22%,77.92%,0.07%,96.28%,1.58%,2.07%,0.10%,96.42%,1.42%,2.07%,76.81%,539346.8,579.0,652171.3,621039.2,129888.2,644951.2,211.3,462.1,152630.1,643947.9,177.3,458.3,629969.8,13569.1,41971.5,13410.3,14774.9,91678.5,12891.3,116.4,110939.9,77536.5,12861.3,137.1,111116.0,14985.4,270.0,1051.1,205.6,246.0,1313.3,199.7,11.6,2537.1,1233.4,199.2,11.8,2541.0,249.3,8704.1,20.4,8864.3,8441.8,2070.3,8766.2,12.2,16.0,2504.5,8752.4,10.4,15.9,8563.0,True,-0.015215116407601356
177,177,2020-09-30 19:56:43,0.021,pECJ3,,33.259166666666665,177.0,,100000.0,5152.0,52751.0,57903.0,14.0,55267.0,2537.0,85.0,13.0,55717.0,2101.0,72.0,55802.0,100.00%,5.15%,52.75%,57.90%,0.01%,55.27%,2.54%,0.09%,0.01%,55.72%,2.10%,0.07%,55.80%,100.00%,8.90%,91.10%,57.90%,0.02%,95.45%,4.38%,0.15%,0.02%,96.22%,3.63%,0.12%,55.80%,347595.2,803.8,562527.8,512547.6,96788.7,536959.3,208.5,308.3,83190.3,532632.1,134.3,206.3,531840.4,7791.5,1770.4,12258.9,11325.6,37724.8,11694.7,74.3,102837.1,44102.1,11601.7,103.4,119271.0,11748.2,128.5,48.9,178.0,166.5,616.2,170.2,11.8,2291.0,910.5,168.9,12.3,2646.1,172.3,5336.7,26.3,7384.1,6729.4,1102.0,7049.5,12.9,13.2,1048.4,6992.8,10.2,11.2,6982.4,True,0.014552161641255655
178,178,2020-09-30 19:58:31,0.0197,M5_L5,,33.28916666666667,178.0,,83038.0,4686.0,52782.0,57468.0,3.0,55517.0,1607.0,341.0,8.0,56280.0,842.0,338.0,56626.0,100.00%,5.64%,63.56%,69.21%,0.00%,66.86%,1.94%,0.41%,0.01%,67.78%,1.01%,0.41%,68.19%,100.00%,8.15%,91.85%,69.21%,0.01%,96.61%,2.80%,0.59%,0.01%,97.93%,1.47%,0.59%,68.19%,425121.7,952.8,591864.6,543681.1,4317.1,562776.1,332.2,220.5,33359.6,555149.7,121.8,205.8,551763.5,7013.5,5125.3,9104.5,8780.1,58096.8,8655.7,60.5,69681.7,55405.1,8537.9,71.5,69695.3,8909.6,149.1,153.4,150.1,150.4,2228.5,143.1,12.3,1966.3,1867.8,141.3,12.5,1963.7,152.4,6602.6,30.5,7888.6,7247.9,122.6,7502.0,17.0,12.6,586.7,7400.6,10.0,11.7,7355.5,True,0.010805273243654255
179,179,2020-09-30 20:00:25,0.044000000000000004,M5_L6,,33.32083333333333,179.0,,100000.0,20262.0,48504.0,68766.0,22.0,67134.0,1407.0,203.0,38.0,67624.0,902.0,202.0,67864.0,100.00%,20.26%,48.50%,68.77%,0.02%,67.13%,1.41%,0.20%,0.04%,67.62%,0.90%,0.20%,67.86%,100.00%,29.47%,70.53%,68.77%,0.03%,97.63%,2.05%,0.30%,0.06%,98.34%,1.31%,0.29%,67.86%,598302.1,34295.4,812494.1,583196.8,65969.1,597344.8,334.4,181.7,130532.2,592968.9,203.2,180.2,590945.4,9734.3,1680.5,12745.5,9485.1,31141.2,9433.3,62.2,89582.4,33150.8,9356.6,93.3,90018.2,9610.0,158.8,52.8,184.2,145.5,543.3,141.1,12.2,2475.8,659.4,140.0,13.1,2487.8,147.2,6960.9,739.0,9384.1,6836.8,744.6,7002.4,16.4,10.5,1774.4,6951.1,11.5,10.5,6927.5,True,0.028557357244741503
180,180,2020-09-30 20:02:41,0.0184,M5,,33.35861111111111,180.0,,80603.0,7598.0,49002.0,56600.0,50.0,50440.0,1372.0,4738.0,168.0,50750.0,949.0,4733.0,55651.0,100.00%,9.43%,60.79%,70.22%,0.06%,62.58%,1.70%,5.88%,0.21%,62.96%,1.18%,5.87%,69.04%,100.00%,13.42%,86.58%,70.22%,0.09%,89.12%,2.42%,8.37%,0.30%,89.66%,1.68%,8.36%,69.04%,435246.8,460.4,618397.4,535445.4,147476.9,600662.3,290.4,217.4,256648.4,596293.8,171.3,215.0,544573.3,19789.6,68361.5,12257.1,19788.5,93897.1,11479.7,119.9,113156.7,53147.9,11341.3,142.0,113120.0,20123.6,505.7,1740.2,211.3,416.5,1570.7,201.5,13.3,2810.2,1129.0,198.7,13.3,2807.9,423.4,6469.1,17.9,8627.7,7471.9,2257.6,8380.7,15.4,11.3,4968.3,8315.5,10.8,11.2,7599.1,True,0.02363680029962699
