,Number,Time,OD600,Sample,Dilution_Factor,Time_h,Tube Name:,Sample ID:,All Events ,V1L Events,V1R Events,P1 Events,H1-UR Events,H1-UL Events,H1-LL Events,H1-LR Events,H2-UR Events,H2-UL Events,H2-LL Events,H2-LR Events,P1 AND NOT(H2-LL) Events,All Events  % Total,V1L % Total,V1R % Total,P1 % Total,H1-UR % Total,H1-UL % Total,H1-LL % Total,H1-LR % Total,H2-UR % Total,H2-UL % Total,H2-LL % Total,H2-LR % Total,P1 AND NOT(H2-LL) % Total,All Events  % Parent,V1L % Parent,V1R % Parent,P1 % Parent,H1-UR % Parent,H1-UL % Parent,H1-LL % Parent,H1-LR % Parent,H2-UR % Parent,H2-UL % Parent,H2-LL % Parent,H2-LR % Parent,P1 AND NOT(H2-LL) % Parent,All Events  Mean FITC-A,V1L Mean FITC-A,V1R Mean FITC-A,P1 Mean FITC-A,H1-UR Mean FITC-A,H1-UL Mean FITC-A,H1-LL Mean FITC-A,H1-LR Mean FITC-A,H2-UR Mean FITC-A,H2-UL Mean FITC-A,H2-LL Mean FITC-A,H2-LR Mean FITC-A,P1 AND NOT(H2-LL) Mean FITC-A,All Events  Mean ECD-A,V1L Mean ECD-A,V1R Mean ECD-A,P1 Mean ECD-A,H1-UR Mean ECD-A,H1-UL Mean ECD-A,H1-LL Mean ECD-A,H1-LR Mean ECD-A,H2-UR Mean ECD-A,H2-UL Mean ECD-A,H2-LL Mean ECD-A,H2-LR Mean ECD-A,P1 AND NOT(H2-LL) Mean ECD-A,All Events  Mean Red-H,V1L Mean Red-H,V1R Mean Red-H,P1 Mean Red-H,H1-UR Mean Red-H,H1-UL Mean Red-H,H1-LL Mean Red-H,H1-LR Mean Red-H,H2-UR Mean Red-H,H2-UL Mean Red-H,H2-LL Mean Red-H,H2-LR Mean Red-H,P1 AND NOT(H2-LL) Mean Red-H,All Events  Mean Green-H,V1L Mean Green-H,V1R Mean Green-H,P1 Mean Green-H,H1-UR Mean Green-H,H1-UL Mean Green-H,H1-LL Mean Green-H,H1-LR Mean Green-H,H2-UR Mean Green-H,H2-UL Mean Green-H,H2-LL Mean Green-H,H2-LR Mean Green-H,P1 AND NOT(H2-LL) Mean Green-H,FCS,Growth Rate
1,1,2020-09-29 10:41:10,0.009000000000000001,pECJ3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
2,2,2020-09-29 10:42:18,0.01,M5_L5,,0.01888888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
3,3,2020-09-29 10:43:10,0.01,M5_L6,,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
4,4,2020-09-29 10:43:51,0.009000000000000001,M5,,0.04472222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
5,5,2020-09-29 11:37:48,0.019,pECJ3,,0.9438888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.7916338571479683
6,6,2020-09-29 11:39:26,0.02,M5_L5,,0.9711111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.727925860564703
7,7,2020-09-29 11:40:14,0.021,M5_L6,,0.9844444444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.7800743110472422
8,8,2020-09-29 11:41:11,0.017,M5,,1.0002777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.6655696395906946
9,9,2020-09-29 13:00:56,0.139,pECJ3,,2.3294444444444444,9.0,5.0,98178.0,1280.0,91476.0,92756.0,1.0,91477.0,1277.0,1.0,1.0,91479.0,1276.0,0.0,91480.0,100.00%,1.30%,93.17%,94.48%,0.00%,93.17%,1.30%,0.00%,0.00%,93.18%,1.30%,0.00%,93.18%,100.00%,1.38%,98.62%,94.48%,0.00%,98.62%,1.38%,0.00%,0.00%,98.62%,1.38%,0.00%,93.18%,29370.7,193.9,28661.1,28268.3,44318.2,28660.4,190.6,952.4,44318.2,28659.7,191.3,,28659.9,1209.5,196.3,1185.1,1171.4,24541.1,1184.8,194.2,2367.8,24541.1,1184.8,196.5,,1185.0,23.2,9.6,22.1,22.0,449.3,22.1,9.6,17.8,449.3,22.1,9.6,,22.1,420.8,7.6,404.5,399.0,742.0,404.5,7.6,8.5,742.0,404.5,7.5,,404.5,True,1.4362722201826994
10,10,2020-09-29 13:01:42,0.15,M5_L5,,2.3422222222222224,10.0,,100000.0,506.0,95087.0,95593.0,4.0,95104.0,482.0,3.0,16.0,95087.0,488.0,2.0,95105.0,100.00%,0.51%,95.09%,95.59%,0.00%,95.10%,0.48%,0.00%,0.02%,95.09%,0.49%,0.00%,95.10%,100.00%,0.53%,99.47%,95.59%,0.00%,99.49%,0.50%,0.00%,0.02%,99.47%,0.51%,0.00%,95.10%,25010.8,226.0,24349.7,24222.0,55818.1,24343.2,184.3,438.9,55250.8,24340.6,195.3,407.8,24345.2,1138.7,274.1,1101.1,1096.8,18365.7,1100.3,202.4,10478.3,15092.7,1098.6,218.8,14999.4,1101.3,26.0,12.0,23.9,23.8,276.2,23.9,10.6,219.0,465.0,23.8,10.8,309.6,23.9,378.3,8.5,354.6,352.8,504.3,354.6,7.7,10.8,1219.9,354.4,7.7,11.3,354.6,True,1.469540290508945
11,11,2020-09-29 13:03:45,0.106,M5,,2.376388888888889,11.0,,46012.0,475.0,42497.0,42972.0,4.0,42521.0,442.0,5.0,13.0,42504.0,452.0,3.0,42520.0,100.00%,1.03%,92.36%,93.39%,0.01%,92.41%,0.96%,0.01%,0.03%,92.38%,0.98%,0.01%,92.41%,100.00%,1.11%,98.89%,93.39%,0.01%,98.95%,1.03%,0.01%,0.03%,98.91%,1.05%,0.01%,92.41%,37083.6,235.8,35712.6,35320.4,21724.4,35691.2,173.1,276.8,59087.0,35689.2,191.2,191.6,35693.8,1774.4,233.7,1713.8,1697.4,15583.3,1711.5,165.4,6330.0,18626.4,1707.8,183.7,8450.6,1713.5,37.7,10.8,34.9,34.7,454.9,34.9,9.8,101.6,498.1,34.8,9.8,149.9,34.9,594.1,8.7,554.5,548.5,554.1,554.2,7.7,5.3,1251.6,554.1,7.7,6.1,554.2,True,1.329998526483864
12,12,2020-09-29 13:12:48,0.226,M5_L6,,2.527222222222222,12.0,,100000.0,530.0,95135.0,95665.0,6.0,95173.0,484.0,2.0,13.0,95159.0,493.0,0.0,95172.0,100.00%,0.53%,95.13%,95.67%,0.01%,95.17%,0.48%,0.00%,0.01%,95.16%,0.49%,0.00%,95.17%,100.00%,0.55%,99.45%,95.67%,0.01%,99.49%,0.51%,0.00%,0.01%,99.47%,0.52%,0.00%,95.17%,16841.9,302.5,16397.2,16308.0,31994.4,16389.4,174.8,403.1,58383.7,16385.8,187.2,,16391.5,1024.6,222.4,992.2,988.0,24112.0,990.6,186.9,1614.0,19092.6,989.6,199.9,,992.1,24.4,10.8,22.3,22.3,427.7,22.3,9.9,26.3,556.7,22.2,10.0,,22.3,271.9,10.3,247.7,246.3,466.5,247.6,7.4,6.4,1535.7,247.4,7.5,,247.6,True,1.5400873643456798
13,13,2020-09-29 13:30:20,0.008,pECJ3,,2.8194444444444446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-5.8265967172466455
14,14,2020-09-29 13:31:19,0.008,M5_L5,,2.8358333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-5.938265339729383
15,15,2020-09-29 13:32:09,0.008,M5_L6,,2.8497222222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-10.359979713464963
16,16,2020-09-29 13:33:14,0.006999999999999999,M5,,2.867777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,-5.530301979765017
17,17,2020-09-29 13:53:21,0.013000000000000001,pECJ3,,3.2030555555555558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.26562500855476
18,18,2020-09-29 13:54:36,0.013999999999999999,M5_L5,,3.223888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.4421022452165508
19,19,2020-09-29 13:55:29,0.016,M5_L6,,3.238611111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.7823784642970024
20,20,2020-09-29 13:56:24,0.013000000000000001,M5,,3.253888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.60326701457727
21,21,2020-09-29 14:08:09,0.019,pECJ3,,3.4497222222222224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.5384714393442052
22,22,2020-09-29 14:09:28,0.022000000000000002,M5_L5,,3.4716666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.8241552079316228
23,23,2020-09-29 14:10:38,0.023,M5_L6,,3.491111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.4372494799578952
24,24,2020-09-29 14:11:38,0.019,M5,,3.5077777777777777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.4947074815510442
25,25,2020-09-29 14:29:25,0.033,pECJ3,,3.8041666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.5575602635424324
26,26,2020-09-29 14:30:24,0.037000000000000005,M5_L5,,3.8205555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.4900888960424135
27,27,2020-09-29 14:31:25,0.040999999999999995,M5_L6,,3.8375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.6688694970253164
28,28,2020-09-29 14:32:31,0.034,M5,,3.8558333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.6719214394405388
29,29,2020-09-29 14:54:08,0.069,pECJ3,,4.216111111111111,29.0,,100000.0,801.0,96569.0,97370.0,1.0,96600.0,769.0,0.0,1.0,96586.0,783.0,0.0,96587.0,100.00%,0.80%,96.57%,97.37%,0.00%,96.60%,0.77%,0.00%,0.00%,96.59%,0.78%,0.00%,96.59%,100.00%,0.82%,99.18%,97.37%,0.00%,99.21%,0.79%,0.00%,0.00%,99.19%,0.80%,0.00%,96.59%,10599.7,215.0,10156.4,10074.6,16949.2,10153.4,169.6,,16949.2,10154.7,187.9,,10154.8,236.5,182.7,224.1,223.8,16127.5,223.9,183.6,,16127.5,223.9,185.3,,224.1,8.6,7.7,8.2,8.2,304.9,8.2,7.7,,304.9,8.2,7.6,,8.2,147.7,6.8,142.7,141.6,250.9,142.6,6.0,,250.9,142.7,6.1,,142.7,True,1.7905301384159167
30,30,2020-09-29 14:56:00,0.078,M5_L5,,4.247222222222222,30.0,,100000.0,509.0,96967.0,97476.0,0.0,96993.0,483.0,0.0,0.0,96989.0,487.0,0.0,96989.0,100.00%,0.51%,96.97%,97.48%,0.00%,96.99%,0.48%,0.00%,0.00%,96.99%,0.49%,0.00%,96.99%,100.00%,0.52%,99.48%,97.48%,0.00%,99.50%,0.50%,0.00%,0.00%,99.50%,0.50%,0.00%,96.99%,10537.6,239.9,9996.6,9945.7,,9994.4,169.1,,,9994.7,176.6,,9994.7,249.8,183.1,236.0,235.8,,236.0,190.7,,,236.0,189.7,,236.0,8.5,7.6,8.2,8.2,,8.2,7.6,,,8.2,7.6,,8.2,142.5,7.0,136.9,136.2,,136.8,5.8,,,136.8,5.8,,136.8,True,1.7479474547938296
31,31,2020-09-29 14:57:53,0.08800000000000001,M5_L6,,4.278611111111111,31.0,,100000.0,275.0,97745.0,98020.0,1.0,97775.0,244.0,0.0,0.0,97770.0,250.0,0.0,97770.0,100.00%,0.27%,97.75%,98.02%,0.00%,97.78%,0.24%,0.00%,0.00%,97.77%,0.25%,0.00%,97.77%,100.00%,0.28%,99.72%,98.02%,0.00%,99.75%,0.25%,0.00%,0.00%,99.74%,0.26%,0.00%,97.77%,8510.7,325.6,8125.8,8103.9,1081.4,8123.8,151.5,,,8124.1,176.6,,8124.1,268.8,188.7,257.1,256.9,2933.4,257.1,180.8,,,257.1,194.2,,257.1,8.5,8.4,8.3,8.3,64.6,8.3,8.2,,,8.3,8.4,,8.3,113.8,9.6,110.4,110.1,22.2,110.4,6.1,,,110.4,6.4,,110.4,True,1.7314566070441033
32,32,2020-09-29 14:59:36,0.071,M5,,4.307222222222222,32.0,,100000.0,205.0,97367.0,97572.0,0.0,97378.0,194.0,0.0,0.0,97373.0,199.0,0.0,97373.0,100.00%,0.21%,97.37%,97.57%,0.00%,97.38%,0.19%,0.00%,0.00%,97.37%,0.20%,0.00%,97.37%,100.00%,0.21%,99.79%,97.57%,0.00%,99.80%,0.20%,0.00%,0.00%,99.80%,0.20%,0.00%,97.37%,12870.8,256.4,11846.1,11821.7,,11844.9,202.4,,,11845.4,222.8,,11845.4,351.8,178.4,327.8,327.5,,327.8,183.5,,,327.8,182.6,,327.8,9.7,8.9,9.4,9.3,,9.4,9.0,,,9.4,9.0,,9.4,168.7,8.0,161.5,161.2,,161.5,7.2,,,161.5,7.4,,161.5,True,1.6312305653726487
33,33,2020-09-29 15:12:54,0.113,pECJ3,,4.528888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.577098339977169
34,34,2020-09-29 15:14:16,0.128,M5_L5,,4.551666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.626968224478185
35,35,2020-09-29 15:15:30,0.14400000000000002,M5_L6,,4.572222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.6773087477313706
36,36,2020-09-29 15:16:48,0.114,M5,,4.5938888888888885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.6518089698366751
37,37,2020-09-29 15:25:39,0.16399999999999998,pECJ3,,4.741388888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.7528405134675658
38,38,2020-09-29 15:28:39,0.191,M5_L5,,4.791388888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.6696122721404936
39,39,2020-09-29 15:31:23,0.22699999999999998,M5_L6,,4.836944444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.7192992491704577
40,40,2020-09-29 15:34:09,0.184,M5,,4.883055555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.6555757090991015
41,41,2020-09-29 16:10:06,0.040999999999999995,pECJ3,,5.482222222222222,41.0,,100000.0,265.0,98024.0,98289.0,0.0,98063.0,226.0,0.0,0.0,98060.0,229.0,0.0,98060.0,100.00%,0.26%,98.02%,98.29%,0.00%,98.06%,0.23%,0.00%,0.00%,98.06%,0.23%,0.00%,98.06%,100.00%,0.27%,99.73%,98.29%,0.00%,99.77%,0.23%,0.00%,0.00%,99.77%,0.23%,0.00%,98.06%,8778.9,366.2,8615.1,8592.9,,8612.4,140.8,,,8612.6,154.6,,8612.6,112.6,118.8,105.5,105.6,,105.5,115.0,,,105.5,132.0,,105.5,7.7,9.1,7.4,7.4,,7.4,8.8,,,7.4,9.1,,7.4,135.6,12.2,133.6,133.3,,133.5,7.2,,,133.6,7.3,,133.6,True,-1.8712634795769052
42,42,2020-09-29 16:11:32,0.04,M5_L5,,5.506111111111111,42.0,,100000.0,171.0,97358.0,97529.0,0.0,97420.0,108.0,1.0,0.0,97416.0,113.0,0.0,97416.0,100.00%,0.17%,97.36%,97.53%,0.00%,97.42%,0.11%,0.00%,0.00%,97.42%,0.11%,0.00%,97.42%,100.00%,0.18%,99.82%,97.53%,0.00%,99.89%,0.11%,0.00%,0.00%,99.88%,0.12%,0.00%,97.42%,8162.2,717.3,8026.5,8013.7,,8022.5,143.3,146.6,,8022.7,175.5,,8022.7,132.4,113.4,126.3,126.3,,126.2,139.8,2320.3,,126.2,154.5,,126.2,7.9,10.0,7.4,7.4,,7.4,10.6,55.7,,7.4,10.9,,7.4,124.2,19.8,119.1,119.0,,119.1,8.0,6.6,,119.1,8.3,,119.1,True,-2.187414810010764
43,43,2020-09-29 16:13:10,0.039,M5_L6,,5.533333333333333,43.0,,100000.0,200.0,97599.0,97799.0,1.0,97710.0,88.0,0.0,0.0,97708.0,91.0,0.0,97708.0,100.00%,0.20%,97.60%,97.80%,0.00%,97.71%,0.09%,0.00%,0.00%,97.71%,0.09%,0.00%,97.71%,100.00%,0.20%,99.80%,97.80%,0.00%,99.91%,0.09%,0.00%,0.00%,99.91%,0.09%,0.00%,97.71%,7143.4,1025.8,7093.9,7081.5,1331.1,7087.7,221.6,,,7087.8,275.3,,7087.8,161.9,118.3,158.2,158.1,2297.3,158.1,188.4,,,158.1,227.4,,158.1,8.1,8.7,7.6,7.7,30.8,7.6,10.4,,,7.6,10.8,,7.6,107.3,24.0,103.1,102.9,9.4,103.0,8.7,,,103.0,8.7,,103.0,True,-2.5293171666798253
44,44,2020-09-29 16:15:36,0.037000000000000005,M5,,5.573888888888889,44.0,,100000.0,170.0,97620.0,97790.0,0.0,97662.0,128.0,0.0,0.0,97648.0,142.0,0.0,97648.0,100.00%,0.17%,97.62%,97.79%,0.00%,97.66%,0.13%,0.00%,0.00%,97.65%,0.14%,0.00%,97.65%,100.00%,0.17%,99.83%,97.79%,0.00%,99.87%,0.13%,0.00%,0.00%,99.85%,0.15%,0.00%,97.65%,10033.8,462.4,9776.3,9760.1,,9772.7,139.6,,,9774.0,234.5,,9774.0,208.9,118.1,200.5,200.4,,200.5,124.8,,,200.5,126.6,,200.5,8.7,8.6,8.3,8.3,,8.3,9.2,,,8.3,8.9,,8.3,145.7,12.0,140.9,140.7,,140.9,7.6,,,140.9,8.2,,140.9,True,-2.321859365449594
45,45,2020-09-29 16:30:06,0.07400000000000001,pECJ3,,5.815555555555555,45.0,,100000.0,253.0,97597.0,97850.0,1.0,97641.0,208.0,0.0,0.0,97638.0,212.0,0.0,97638.0,100.00%,0.25%,97.60%,97.85%,0.00%,97.64%,0.21%,0.00%,0.00%,97.64%,0.21%,0.00%,97.64%,100.00%,0.26%,99.74%,97.85%,0.00%,99.79%,0.21%,0.00%,0.00%,99.78%,0.22%,0.00%,97.64%,7925.3,402.2,7815.9,7796.8,1451.4,7813.2,119.7,,,7813.4,142.4,,7813.4,134.7,133.4,118.9,119.0,2673.5,118.9,136.8,,,118.9,147.8,,118.9,7.8,10.1,7.4,7.4,24.1,7.4,10.1,,,7.4,10.1,,7.4,121.9,13.5,118.9,118.6,10.0,118.9,7.1,,,118.9,7.2,,118.9,True,1.7714790794995867
46,46,2020-09-29 16:31:30,0.07,M5_L5,,5.838888888888889,46.0,,100000.0,334.0,96817.0,97151.0,0.0,96921.0,230.0,0.0,0.0,96903.0,247.0,1.0,96904.0,100.00%,0.33%,96.82%,97.15%,0.00%,96.92%,0.23%,0.00%,0.00%,96.90%,0.25%,0.00%,96.90%,100.00%,0.34%,99.66%,97.15%,0.00%,99.76%,0.24%,0.00%,0.00%,99.74%,0.25%,0.00%,96.90%,8226.7,582.1,8149.1,8123.1,,8142.0,136.0,,,8143.3,208.3,546.9,8143.3,160.3,149.3,154.7,154.7,,154.6,174.4,,,154.6,169.4,1209.3,154.6,8.0,9.3,7.5,7.5,,7.5,10.1,,,7.5,9.6,72.2,7.5,122.5,14.4,116.9,116.5,,116.8,7.2,,,116.8,7.7,25.2,116.8,True,1.6816501139962616
47,47,2020-09-29 16:32:55,0.067,M5_L6,,5.8625,47.0,,100000.0,434.0,97221.0,97655.0,1.0,97338.0,314.0,2.0,0.0,97324.0,331.0,0.0,97324.0,100.00%,0.43%,97.22%,97.65%,0.00%,97.34%,0.31%,0.00%,0.00%,97.32%,0.33%,0.00%,97.32%,100.00%,0.44%,99.56%,97.65%,0.00%,99.68%,0.32%,0.00%,0.00%,99.66%,0.34%,0.00%,97.32%,7068.0,571.0,7030.7,7002.0,1154.1,7024.3,137.4,629.8,,7025.2,188.6,,7025.2,189.3,156.8,185.0,184.9,1828.7,184.9,156.9,1616.1,,184.9,180.7,,184.9,8.3,9.8,7.8,7.8,14.3,7.8,9.8,27.0,,7.8,9.9,,7.8,105.3,16.1,101.8,101.4,6.9,101.7,7.2,8.3,,101.7,7.6,,101.7,True,1.643942197249578
48,48,2020-09-29 16:34:16,0.061,M5,,5.885,48.0,,100000.0,153.0,98333.0,98486.0,0.0,98368.0,117.0,1.0,0.0,98358.0,128.0,0.0,98358.0,100.00%,0.15%,98.33%,98.49%,0.00%,98.37%,0.12%,0.00%,0.00%,98.36%,0.13%,0.00%,98.36%,100.00%,0.16%,99.84%,98.49%,0.00%,99.88%,0.12%,0.00%,0.00%,99.87%,0.13%,0.00%,98.36%,9780.4,467.5,9525.3,9511.2,,9522.4,167.9,265.7,,9523.3,261.0,,9523.3,246.4,145.2,238.5,238.4,,238.5,144.7,1525.7,,238.5,154.2,,238.5,8.8,9.5,8.6,8.6,,8.6,10.3,14.1,,8.6,9.8,,8.6,140.7,11.7,138.0,137.8,,138.0,8.3,6.1,,138.0,8.6,,138.0,True,1.607001272772064
49,49,2020-09-29 16:52:21,0.135,pECJ3,,6.186388888888889,49.0,,100000.0,462.0,98112.0,98574.0,1.0,98201.0,370.0,2.0,0.0,98193.0,381.0,0.0,98193.0,100.00%,0.46%,98.11%,98.57%,0.00%,98.20%,0.37%,0.00%,0.00%,98.19%,0.38%,0.00%,98.19%,100.00%,0.47%,99.53%,98.57%,0.00%,99.62%,0.38%,0.00%,0.00%,99.61%,0.39%,0.00%,98.19%,8214.2,450.3,8093.7,8057.9,1023.9,8087.8,183.2,700.8,,8088.3,214.2,,8088.3,116.6,122.0,111.7,111.7,1892.4,111.6,126.5,1687.1,,111.6,143.4,,111.6,7.4,8.1,7.2,7.2,23.9,7.2,8.3,21.1,,7.2,8.4,,7.2,124.5,11.9,123.5,123.0,10.0,123.4,7.2,8.2,,123.4,7.3,,123.4,True,1.6212396006317107
50,50,2020-09-29 16:53:55,0.13,M5_L5,,6.2125,50.0,,100000.0,556.0,97905.0,98461.0,1.0,98015.0,445.0,0.0,0.0,98000.0,461.0,0.0,98000.0,100.00%,0.56%,97.90%,98.46%,0.00%,98.01%,0.44%,0.00%,0.00%,98.00%,0.46%,0.00%,98.00%,100.00%,0.56%,99.44%,98.46%,0.00%,99.55%,0.45%,0.00%,0.00%,99.53%,0.47%,0.00%,98.00%,8473.5,465.8,8367.4,8322.8,889.7,8359.8,196.4,,,8360.9,226.0,,8360.9,167.0,120.1,148.1,147.9,1600.1,148.0,127.3,,,148.0,134.2,,148.0,7.5,7.4,7.3,7.3,12.7,7.3,7.5,,,7.3,7.5,,7.3,121.7,11.4,119.8,119.2,6.7,119.7,6.6,,,119.7,6.8,,119.7,True,1.6569079184107092
51,51,2020-09-29 16:55:23,0.125,M5_L6,,6.236944444444444,51.0,,100000.0,486.0,97956.0,98442.0,0.0,98062.0,377.0,3.0,0.0,98040.0,402.0,0.0,98040.0,100.00%,0.49%,97.96%,98.44%,0.00%,98.06%,0.38%,0.00%,0.00%,98.04%,0.40%,0.00%,98.04%,100.00%,0.49%,99.51%,98.44%,0.00%,99.61%,0.38%,0.00%,0.00%,99.59%,0.41%,0.00%,98.04%,7503.3,470.7,7434.4,7400.1,,7428.1,166.1,726.9,,7429.5,226.8,,7429.5,181.8,129.0,176.6,176.3,,176.5,125.3,1748.7,,176.5,144.2,,176.5,7.7,7.8,7.5,7.5,,7.5,7.9,19.1,,7.5,7.9,,7.5,107.1,11.8,105.0,104.6,,105.0,6.4,9.1,,105.0,6.8,,105.0,True,1.6654569914546047
