,Time,Lambda,Sample,PA (P2 Mean RED-H),PA (P2 Mean GREEN-H),PA (P3 Mean RED-H),PA (P3 Mean GREEN-H)
0,60.5,1.3732585734243088,M1,0.23472911715074532,2.3829052444544616,1.5913015321322934,0.08450248217426834
1,96.0,1.9702843800096983,M1,0.25156881885371635,3.082694184911449,1.9992748570631709,0.1217682331613443
2,131.15,1.940540827576058,M1,0.28865923868414317,4.967462564673258,1.7884236552674209,0.16888414231930754
3,150.0,0.7628844135769349,M1,0.13325870586231245,0.9673667047915696,-0.42342978122794633,0.12050714233567766
4,171.5,0.6500415563173189,M1,0.18503538928210317,-0.16245365689248378,0.06484664644421974,0.1602965958881025
5,201.5,0.522729528268815,M1,0.2902448210922787,0.24361581920903969,0.3474199623352167,0.1822975517890772
6,231.5,0.27952388475031725,M1,0.5502325581395349,0.04806201550387588,0.4813953488372091,0.13674418604651156
7,265.5,0.32174392375403754,M1,0.27754010695187165,0.22139037433155093,0.30534759358288777,0.07165775401069517
8,295.5,0.16676321787810233,M1,0.2295833333333333,-0.17527777777777817,0.2544444444444446,0.061527777777777806
9,360.0,0.15920768018216688,M1,0.3255435810172056,0.12030629608621679,0.20795991680847042,0.023860843259595425
10,420.0,0.15575452940923284,M1,0.4649395509499135,-0.0075820379965457685,0.36037996545768575,0.03625215889464594
11,480.0,0.14310084364067321,M1,0.4838095238095238,-0.08369047619047622,0.4630952380952379,0.051547619047618995
12,600.0,0.1741533471341079,M1,1.4385057471264369,0.08580459770114943,1.2582758620689656,0.013333333333333334
13,61.0,1.4990290801416983,M4,0.1496030578907091,3.0118200522525784,1.9024992644969432,0.08132902085803882
14,97.66666667,1.9918113233977643,M4,0.23241347482889452,3.6087494228375987,2.1220673740572,0.12193816334839787
15,126.0,2.4482882815248965,M4,0.332353867570365,7.005899028151689,2.504548402332633,0.2135988883993766
16,151.75,0.5054283531578414,M4,0.10899604658042648,0.9276282171960304,-0.09421509829760943,0.08750235322593658
17,173.5,0.7936057171083614,M4,0.12742200328407227,0.08407224958949198,0.07487684729064091,0.15106732348111662
18,203.5,0.4858923572207789,M4,0.40564102564102555,0.058827838827838624,0.46615384615384586,0.17706959706959705
19,233.5,0.35809646289797087,M4,0.9645833333333332,0.13880952380952385,0.8733928571428571,0.15809523809523807
20,267.5,0.3169157240736704,M4,0.4946883230904303,0.27001755926251086,0.5273046532045652,0.10210711150131697
21,297.5,0.18313438705098117,M4,0.30453159041394323,-0.23555555555555552,0.2820043572984753,0.050588235294117705
22,362.0,0.2962360289474741,M4,0.5259893920848634,0.22292941656466753,0.41876784985720134,0.03867809057527539
23,422.0,0.04445176257083361,M4,0.24214814814814792,-0.28992592592592603,0.27051851851851816,0.033259259259259245
24,482.0,0.1529076715876615,M4,0.9420214190093706,0.15504685408299865,0.8409103078982602,0.030481927710843387
25,602.0,0.18757987930641762,M4,2.384047619047619,0.054219858156028346,2.4467781155015196,0.027826747720364736
26,61.4,2.0273963145548928,M5,0.6322149874512792,1.9982893724860937,3.465180444443617,0.1350844277979167
27,99.66666667,1.9061009748866025,M5,0.2537304104402346,1.8135654128824452,2.160247495944698,0.11313104481756994
28,129.03333329999998,2.2915814471371125,M5,0.3771428576137509,3.741229127421353,2.2716134291375765,0.1968412520699981
29,153.75,0.5046216345590512,M5,0.07377327872434852,0.24106140070319246,-0.15115966216089524,0.09715542404815511
30,175.5,0.8668940685144902,M5,0.16336766681594272,0.04579788028063866,0.13602030153754283,0.1608001194208091
31,205.5,0.4951241573247111,M5,0.9322167487684728,0.2663382594417075,0.9997044334975368,0.2092282430213464
32,235.5,0.2932069483837511,M5,0.8767479674796749,0.015609756097561184,0.4829268292682933,0.09951219512195128
33,269.5,0.3614019046694351,M5,0.5719087635054022,0.223169267707083,0.598079231692677,0.1740696278511405
34,299.5,0.18837443011940203,M5,0.10537254901960774,-0.022549019607843526,0.09925490196078399,0.0007058823529411335
35,364.0,0.2220943711443727,M5,0.5708496431038452,0.04476168547087262,0.297935374932842,0.07906976744186042
36,424.0,0.14014663174324193,M5,0.5451440329218108,0.03207133058984922,0.5949519890260634,0.047777777777777794
37,484.0,0.14974538635934198,M5,1.1381020166073545,-0.0034282325029656164,1.31288256227758,0.03752075919335706
38,604.0,0.18817385476871862,M5,3.864276729559749,0.05731805929919138,3.6231985624438456,0.031747529200359406
39,62.06666667,1.88210574475173,M7,0.6417386837223374,1.474458799720443,3.419183706872614,0.130401300532379
40,102.0,1.9201300428840409,M7,0.26896968360663537,1.5370169479596385,2.346381453071273,0.11495813386433427
41,133.4166667,1.6263084701293442,M7,0.2760420610940061,2.9330143962817576,1.5302955648788066,0.17245168606181704
42,155.5,1.0765283546039317,M7,0.19953144415661678,0.6294610324826043,0.4018548899931647,0.16050529325098908
43,177.5,0.7453454590900404,M7,0.10785634118967455,-0.020089786756452857,-0.016498316498316325,0.1510662177328844
44,207.5,0.3934205884921086,M7,1.1006535947712421,0.25189542483660127,1.182222222222222,0.21032679738562096
45,237.5,0.2670627852490451,M7,0.6062222222222221,0.018222222222222383,0.49200000000000005,0.0764444444444444
46,271.5,0.4157048317284123,M7,0.5800000000000001,0.27541582150101424,0.47298174442190655,0.21452332657200818
47,301.5,0.18837443011940203,M7,0.2847450980392155,-0.10372549019607882,-0.025450980392156895,0.010823529411764628
48,366.0,0.2054826340280878,M7,0.526077519379845,0.07733333333333343,0.5462480620155039,0.05837209302325582
49,426.0,0.11878353598996694,M7,0.5144350282485874,0.028389830508474545,0.3983757062146892,0.056158192090395465
50,486.0,0.12751332029895956,M7,1.41063670411985,-0.04596754057428217,1.4019975031210985,0.0349438202247191
51,606.0,0.19564023655810403,M7,3.7721496212121215,0.10067234848484852,3.3521306818181817,0.06830492424242425
52,62.75,1.7620209479791105,pECJ3,0.510207960956575,2.538265596520475,2.9648329081399045,0.11511994826948656
53,104.0,1.9170547158435105,pECJ3,0.23440782325244486,2.2481709525534224,2.0911070868042985,0.10487021610527587
54,137.35,1.5165687414487659,pECJ3,0.25161887141535616,3.798690320493249,1.3752819638812814,0.16259347529882476
55,157.5,1.0295162483569487,pECJ3,0.17821295240650067,1.0251939284197347,0.3719848881139206,0.14745266358169584
56,179.5,0.7635273446123743,pECJ3,0.2048765803732692,0.12468392534617602,0.16146899458157707,0.1546658639373871
57,209.5,0.4740011719512721,pECJ3,0.7714188034188033,0.27312820512820574,0.8700854700854701,0.21490598290598292
58,239.5,0.22534632500822552,pECJ3,0.531024531024531,0.05722943722943734,0.46730158730158705,0.07318903318903312
59,273.5,0.29257456736954834,pECJ3,0.3696594427244582,0.2020344980097301,0.35316231755860233,0.1036709420610349
60,303.5,0.18556346690193248,pECJ3,0.2520529801324505,-0.14485651214128029,0.25426048565121445,0.02264900662251663
61,368.0,0.15176896808021814,pECJ3,0.39453758788534327,0.02956553091761313,0.2845502073192716,0.03742563547863707
62,428.0,0.1769307081590782,pECJ3,0.5894607843137256,-0.04401960784313718,0.48686274509803906,0.05661764705882352
63,488.0,0.14250006260728298,pECJ3,1.155523012552301,0.04952580195258012,0.8991492329149232,-0.010013947001394699
64,608.0,0.18416278057935387,pECJ3,2.8255910543130995,0.05182108626198083,2.6586794462193826,0.05938232161874335
