Experiment Name:,Exp_20200331_1

Tube Name:,Sample ID:,All Events ,P1 Events,V1L Events,V1R Events,H2-UR Events,H2-UL Events,H2-LL Events,H2-LR Events,P2 Events,All Events  % Total,P1 % Total,V1L % Total,V1R % Total,H2-UR % Total,H2-UL % Total,H2-LL % Total,H2-LR % Total,P2 % Total,All Events  % Parent,P1 % Parent,V1L % Parent,V1R % Parent,GR % Parent,mCherry % Parent,H2-LL % Parent,GFP % Parent,P2 % Parent,All Events  Mean FITC-A,P1 Mean FITC-A,V1L Mean FITC-A,V1R Mean FITC-A,H2-UR Mean FITC-A,H2-UL Mean FITC-A,H2-LL Mean FITC-A,H2-LR Mean FITC-A,P2 Mean FITC-A,All Events  Mean ECD-A,P1 Mean ECD-A,V1L Mean ECD-A,V1R Mean ECD-A,H2-UR Mean ECD-A,H2-UL Mean ECD-A,H2-LL Mean ECD-A,H2-LR Mean ECD-A,P2 Mean ECD-A,All Events  Mean FSC-A,P1 Mean FSC-A,V1L Mean FSC-A,V1R Mean FSC-A,H2-UR Mean FSC-A,H2-UL Mean FSC-A,H2-LL Mean FSC-A,H2-LR Mean FSC-A,P2 Mean FSC-A
#193-1,,112685,100000,21329,78671,7131,15774,2991,62138,88034,100.00%,88.74%,18.93%,69.81%,6.33%,14.00%,2.65%,55.14%,78.12%,100.00%,88.74%,21.33%,78.67%,8.10%,17.92%,3.40%,70.58%,88.03%,24711.6,26808.9,256.5,34007.7,18800.0,244.4,245.9,29803.5,22611.5,9497.6,10246.5,40519.9,2038.9,7451.2,48042.6,341.8,1059.1,9971.0,49362.7,52943.0,46546.9,54677.0,49311.4,44262.8,40367.7,46472.5,46099.1
#193-2,,111922,100000,21581,78419,7003,15569,3530,62558,88660,100.00%,89.35%,19.28%,70.07%,6.26%,13.91%,3.15%,55.89%,79.22%,100.00%,89.35%,21.58%,78.42%,7.90%,17.56%,3.98%,70.56%,88.66%,24710.6,26645.1,255.1,33907.6,18704.8,242.0,262.6,29661.5,22459.4,9545.9,10273.1,40324.3,2002.9,7455.5,48703.9,285.8,1056.7,9898.4,49780.6,52831.0,46361.2,54611.5,49493.0,44278.4,40820.9,46444.7,46081.2
#194-1,,110569,100000,38021,61979,8407,31652,3030,47069,90158,100.00%,90.44%,34.39%,56.05%,7.60%,28.63%,2.74%,42.57%,81.54%,100.00%,90.44%,38.02%,61.98%,9.32%,35.11%,3.36%,52.21%,90.16%,18593.5,19754.0,240.6,31724.5,17556.7,230.8,223.5,28580.7,16646.9,15848.6,16848.2,40315.1,2452.4,7378.4,42878.8,735.3,1090.7,16335.7,49019.6,51481.3,46532.4,54517.2,49800.0,44416.2,41264.8,46625.6,45965.8
#194-2,,109721,100000,38186,61814,8221,31596,3085,47192,90094,100.00%,91.14%,34.80%,56.34%,7.49%,28.80%,2.81%,43.01%,82.11%,100.00%,91.14%,38.19%,61.81%,9.12%,35.07%,3.42%,52.38%,90.09%,18533.3,19670.1,236.7,31675.2,17402.6,225.9,218.0,28460.0,16582.3,15834.4,16656.9,39737.3,2398.9,7254.2,42516.3,781.7,1080.1,16164.9,49639.1,51699.7,46904.1,54662.1,49856.6,44639.6,41079.9,46701.2,46073.6
#195-1,,88297,80000,13100,66900,4801,9332,2027,53514,69674,100.00%,90.60%,14.84%,75.77%,5.44%,10.57%,2.30%,60.61%,78.91%,100.00%,90.60%,16.37%,83.63%,6.89%,13.39%,2.91%,76.81%,87.09%,28788.3,30349.4,261.8,36241.0,19289.7,245.0,267.7,30523.0,24813.4,8010.1,8135.9,40586.1,1781.6,7387.1,48466.3,315.4,1041.2,7809.4,54200.3,56252.8,48551.2,57760.9,51113.8,45664.5,40952.7,48025.8,47716.5
#195-2,,90711,80000,13742,66258,4017,9585,2273,54280,70155,100.00%,88.19%,15.15%,73.04%,4.43%,10.57%,2.51%,59.84%,77.34%,100.00%,88.19%,17.18%,82.82%,5.73%,13.66%,3.24%,77.37%,87.69%,27171.4,29490.0,260.9,35552.1,18573.3,246.9,259.3,30338.6,24579.0,6625.1,7098.6,33701.2,1581.2,8038.1,40880.7,429.8,892.3,6750.0,51919.0,55093.5,47962.7,56572.5,50988.8,45284.4,40264.3,47601.4,47241.1
#196-1,,88380,80000,32458,47542,1342,25362,4125,39619,70448,100.00%,90.52%,36.73%,53.79%,1.52%,28.70%,4.67%,44.83%,79.71%,100.00%,90.52%,40.57%,59.43%,1.90%,36.00%,5.86%,56.24%,88.06%,30083.2,31894.8,217.0,53521.9,16033.9,205.6,223.5,41796.4,23898.2,17068.0,18060.0,41259.2,2221.4,20199.4,46320.4,670.0,855.3,17580.8,50370.0,52142.3,45768.0,56494.1,48974.3,43743.8,39717.1,44487.8,44026.1
#196-2,,89679,80000,32421,47579,1391,25299,4088,39823,70601,100.00%,89.21%,36.15%,53.05%,1.55%,28.21%,4.56%,44.41%,78.73%,100.00%,89.21%,40.53%,59.47%,1.97%,35.83%,5.79%,56.41%,88.25%,29335.0,31586.6,216.0,52962.9,18313.4,204.5,223.3,41314.4,23750.7,18963.4,20563.3,47092.5,2485.9,19824.8,53652.9,391.6,985.5,20195.0,49079.3,51354.4,44927.3,55734.0,48669.1,43011.7,38910.0,43977.2,43430.3
#197-1,,86277,80000,25122,54878,2094,19865,2985,46894,71838,100.00%,92.72%,29.12%,63.61%,2.43%,23.02%,3.46%,54.35%,83.26%,100.00%,92.72%,31.40%,68.60%,2.91%,27.65%,4.16%,65.28%,89.80%,22998.7,23806.6,216.7,34605.5,10957.3,210.7,175.9,29309.4,19517.4,9331.2,9770.3,27317.4,1737.5,11705.9,30698.7,1629.5,765.2,9397.4,49649.9,51052.2,45666.4,53517.7,48989.6,44177.5,39649.4,45161.6,44772.0
#197-2,,86785,80000,24914,55086,2216,19713,2918,47286,72133,100.00%,92.18%,28.71%,63.47%,2.55%,22.71%,3.36%,54.49%,83.12%,100.00%,92.18%,31.14%,68.86%,3.07%,27.33%,4.05%,65.55%,90.17%,22300.5,23357.8,216.6,33824.0,11737.5,208.5,192.8,29051.1,19469.5,10591.3,11018.9,31782.0,1628.2,12114.2,36056.6,1118.8,913.3,10869.9,47590.7,49489.2,44695.3,51657.3,47508.2,43211.1,39148.4,44131.7,43782.2
#198-1,,86868,80000,43732,36268,2247,37212,3283,30753,73495,100.00%,92.09%,50.34%,41.75%,2.59%,42.84%,3.78%,35.40%,84.61%,100.00%,92.09%,54.66%,45.34%,3.06%,50.63%,4.47%,41.84%,91.87%,13553.9,14241.9,206.5,31165.8,9669.7,201.5,162.8,27525.9,11922.8,17563.6,18440.2,31704.2,2446.5,12293.2,33711.9,2055.2,914.1,17919.2,45732.9,47353.4,44032.0,51358.4,47674.4,43031.4,37786.7,44231.8,43441.4
#198-2,,86266,80000,43583,36417,2371,36966,3165,30637,73139,100.00%,92.74%,50.52%,42.21%,2.75%,42.85%,3.67%,35.51%,84.78%,100.00%,92.74%,54.48%,45.52%,3.24%,50.54%,4.33%,41.89%,91.42%,13963.3,14497.3,205.9,31600.9,9430.2,199.1,172.7,27837.3,12074.5,17987.2,18410.6,31994.5,2153.8,12960.7,33814.4,2162.1,913.1,17986.7,46922.9,47988.5,44803.2,51800.5,48080.1,43366.7,38045.7,44500.2,43764.1
#199-1,,86978,80000,56381,23619,1655,47962,3618,19053,72288,100.00%,91.98%,64.82%,27.16%,1.90%,55.14%,4.16%,21.91%,83.11%,100.00%,91.98%,70.48%,29.52%,2.29%,66.35%,5.00%,26.36%,90.36%,9730.5,10150.8,205.3,33891.8,9685.0,197.6,146.3,27907.2,7715.7,22284.6,23356.2,31938.9,2868.4,12334.8,32920.7,2650.8,934.9,22503.9,47720.4,49438.7,46416.3,56653.4,48955.1,44095.7,38601.7,45393.1,44273.9
#199-2,,89921,80000,57099,22901,1584,48654,4062,19049,73349,100.00%,88.97%,63.50%,25.47%,1.76%,54.11%,4.52%,21.18%,81.57%,100.00%,88.97%,71.37%,28.63%,2.16%,66.33%,5.54%,25.97%,91.69%,8454.7,9158.0,199.0,31495.4,9952.1,196.3,133.8,27252.3,7430.0,21074.6,22916.5,30934.6,2925.0,11979.7,32732.5,2467.9,928.1,22348.6,42903.1,45362.1,42998.3,51255.8,47313.4,41748.3,36439.0,42973.5,41892.6
#200-1,,87131,80000,38444,41556,1915,31951,3271,35336,72473,100.00%,91.82%,44.12%,47.69%,2.20%,36.67%,3.75%,40.56%,83.18%,100.00%,91.82%,48.05%,51.95%,2.64%,44.09%,4.51%,48.76%,90.59%,16209.2,17060.0,218.4,32640.4,11051.5,210.0,192.2,28007.8,14049.2,15373.1,16187.9,31589.8,1939.5,12825.0,33982.3,1620.5,908.1,15836.5,47149.5,49031.6,45051.0,52714.1,48470.9,43413.1,38884.7,44557.8,43900.5
#200-2,,86779,80000,38514,41486,1902,32345,2948,35167,72362,100.00%,92.19%,44.38%,47.81%,2.19%,37.27%,3.40%,40.52%,83.39%,100.00%,92.19%,48.14%,51.86%,2.63%,44.70%,4.07%,48.60%,90.45%,16493.5,17313.3,216.7,33185.0,10778.1,208.8,184.3,28244.9,14110.8,15911.7,16622.2,32381.9,1991.4,12329.4,34474.5,1701.5,924.3,16252.3,47860.8,49592.7,45397.5,53487.3,48693.1,43796.4,38897.8,44815.9,44221.0
#201-1,,86174,80000,26266,53734,2134,21413,2528,44535,70610,100.00%,92.84%,30.48%,62.36%,2.48%,24.85%,2.93%,51.68%,81.94%,100.00%,92.84%,32.83%,67.17%,3.02%,30.33%,3.58%,63.07%,88.26%,33439.3,34721.9,219.2,51587.3,17692.1,204.5,248.7,40555.6,26184.7,17350.5,18192.8,50327.1,2485.1,17361.9,54208.7,385.1,982.3,17597.3,51033.8,52381.7,45337.9,55824.8,48158.0,43043.8,39576.8,44229.1,43821.8
#201-2,,86307,80000,26196,53804,2154,21275,2477,44508,70414,100.00%,92.69%,30.35%,62.34%,2.50%,24.65%,2.87%,51.57%,81.59%,100.00%,92.69%,32.75%,67.26%,3.06%,30.21%,3.52%,63.21%,88.02%,33998.3,35208.2,219.8,52243.3,17490.8,204.8,260.2,40716.3,26342.5,17222.4,18017.5,50269.4,2314.7,17917.2,54590.0,330.7,989.3,17678.9,51820.6,52639.1,45640.9,56046.3,48503.9,43352.7,40007.6,44240.7,43953.9
#202-1,,86127,80000,14915,65085,2570,10537,2489,56367,71963,100.00%,92.89%,17.32%,75.57%,2.98%,12.23%,2.89%,65.45%,83.55%,100.00%,92.89%,18.64%,81.36%,3.57%,14.64%,3.46%,78.33%,89.95%,26105.1,27160.5,216.9,33334.9,13254.0,208.7,207.6,28568.3,22888.0,7358.4,7533.4,33594.8,1561.1,10814.6,42538.2,522.3,913.0,7348.0,47586.0,49184.0,44267.2,50310.7,46605.3,42594.4,39016.6,43511.9,43332.5
#202-2,,86246,80000,15017,64983,2429,10464,2604,56209,71706,100.00%,92.76%,17.41%,75.35%,2.82%,12.13%,3.02%,65.17%,83.14%,100.00%,92.76%,18.77%,81.23%,3.39%,14.59%,3.63%,78.39%,89.63%,26626.6,27729.2,219.6,34086.4,12348.4,211.5,194.6,28895.5,23106.9,6506.5,6837.0,30253.8,1425.6,10348.0,38519.5,627.8,823.8,6640.2,48436.9,50017.9,44716.7,51242.9,46470.9,42966.3,38963.3,43879.6,43655.6
#203-1,,85806,80000,30790,49210,3568,25331,2852,41516,73267,100.00%,93.23%,35.88%,57.35%,4.16%,29.52%,3.32%,48.38%,85.39%,100.00%,93.23%,38.49%,61.51%,4.87%,34.57%,3.89%,56.66%,91.58%,18019.7,18762.7,217.8,30365.9,9052.5,210.6,177.6,27204.2,15935.6,12035.9,12645.1,29778.7,1924.9,11225.8,32639.1,1803.5,802.9,12356.3,45157.1,46931.2,42874.9,49469.1,45591.1,41875.1,37871.4,43190.2,42645.4
#203-2,,85443,80000,30481,49519,3677,25662,2354,41673,73366,100.00%,93.63%,35.67%,57.96%,4.30%,30.03%,2.76%,48.77%,85.87%,100.00%,93.63%,38.10%,61.90%,5.01%,34.98%,3.21%,56.80%,91.71%,18027.7,18738.3,212.1,30141.9,9486.2,203.3,174.7,27062.0,15923.8,13949.9,14505.9,34686.9,2083.7,12102.9,37486.4,1362.1,925.2,14287.8,46867.1,47885.8,43888.1,50346.5,46403.1,42786.0,38078.0,43825.8,43406.8
#204-1,,86202,80000,46444,33556,3303,39363,3862,27954,74482,100.00%,92.81%,53.88%,38.93%,3.83%,45.66%,4.48%,32.43%,86.40%,100.00%,92.81%,58.06%,41.95%,4.43%,52.85%,5.19%,37.53%,93.10%,11334.9,11953.8,206.5,28212.9,8190.3,200.5,162.4,26171.5,10300.1,18879.6,19868.0,32450.7,2452.7,10587.5,35223.9,1393.2,957.1,19516.5,43224.4,44798.1,42087.6,48549.6,44514.2,41126.2,37206.5,42735.0,41677.0
#204-2,,86895,80000,46727,33273,3088,39670,3757,27824,74339,100.00%,92.07%,53.77%,38.29%,3.55%,45.65%,4.32%,32.02%,85.55%,100.00%,92.07%,58.41%,41.59%,4.15%,53.36%,5.05%,37.43%,92.92%,11536.1,12206.8,209.3,29055.5,7720.9,204.2,147.7,26459.2,10340.5,17286.6,18356.0,29924.4,2109.9,10282.4,32102.9,1927.8,867.2,17980.4,44791.5,46472.9,43657.8,50426.5,45499.1,42581.4,38217.8,43990.1,43009.3
#206-1,,86087,80000,19297,60703,2770,14208,2940,49699,69617,100.00%,92.93%,22.42%,70.51%,3.22%,16.50%,3.42%,57.73%,80.87%,100.00%,92.93%,24.12%,75.88%,3.98%,20.41%,4.22%,71.39%,87.02%,38071.3,39590.9,242.8,52099.4,18649.6,227.0,260.9,40322.5,29585.3,12851.4,13461.6,48795.7,2229.1,14354.1,57806.0,188.5,1008.3,13096.5,54902.8,56373.2,48172.8,58980.1,50260.5,45508.3,40886.8,46071.5,45904.3
#206-2,,87446,80000,19577,60423,2794,14376,3112,49710,69992,100.00%,91.49%,22.39%,69.10%,3.20%,16.44%,3.56%,56.85%,80.04%,100.00%,91.49%,24.47%,75.53%,3.99%,20.54%,4.45%,71.02%,87.49%,37676.5,39843.0,242.2,52673.6,18006.0,225.9,261.7,40716.7,29694.8,13140.0,13847.6,49391.8,2331.3,15686.7,58855.1,211.9,1021.2,13449.5,54057.8,55459.1,47285.9,58107.2,49106.5,44737.7,40645.1,45466.8,45247.9
#207-1,,86845,80000,8724,71276,1845,4077,3143,61901,70966,100.00%,92.12%,10.05%,82.07%,2.12%,4.69%,3.62%,71.28%,81.72%,100.00%,92.12%,10.90%,89.10%,2.60%,5.75%,4.43%,87.23%,88.71%,28628.4,30100.7,241.0,33755.5,16225.0,238.1,245.4,28419.4,25235.6,3995.3,4161.6,26958.7,1371.2,11596.1,50491.3,186.2,872.0,3971.1,48358.8,50062.3,43594.4,50854.0,46293.7,42041.5,39135.8,42955.3,42820.4
#207-2,,86716,80000,8402,71598,1813,3984,2967,62489,71253,100.00%,92.26%,9.69%,82.57%,2.09%,4.59%,3.42%,72.06%,82.17%,100.00%,92.26%,10.50%,89.50%,2.54%,5.59%,4.16%,87.70%,89.07%,28816.1,30347.1,238.0,33880.4,15816.3,236.4,235.3,28561.6,25474.0,3968.3,4107.1,27448.5,1368.0,11383.7,50227.3,190.0,873.8,3872.2,48882.9,50585.8,44307.1,51322.6,46829.8,42162.2,39092.8,43513.5,43338.2
#208-1,,85869,80000,15344,64656,4107,10603,2796,54419,71925,100.00%,93.17%,17.87%,75.30%,4.78%,12.35%,3.26%,63.37%,83.76%,100.00%,93.17%,19.18%,80.82%,5.71%,14.74%,3.89%,75.66%,89.91%,23762.1,24726.2,242.7,30536.5,11758.1,233.3,224.7,26999.8,21142.8,8106.9,8390.3,35832.9,1877.7,11438.4,45624.9,261.2,901.1,8071.0,48310.1,49658.3,44674.2,50841.1,46507.3,43216.1,39388.5,43903.8,43775.6
#208-2,,86263,80000,15460,64540,4303,10633,2758,54000,71694,100.00%,92.74%,17.92%,74.82%,4.99%,12.33%,3.20%,62.60%,83.11%,100.00%,92.74%,19.33%,80.67%,6.00%,14.83%,3.85%,75.32%,89.62%,23955.5,24871.1,238.8,30771.6,11087.3,230.2,213.3,27328.6,21291.8,8233.7,8518.1,36150.0,1899.1,11974.4,46122.1,312.3,912.5,8258.4,48279.5,49520.9,44292.3,50773.3,45506.7,42691.5,39189.3,43831.6,43584.5
#209-1,,86261,80000,28351,51649,5684,21731,3730,41752,72897,100.00%,92.74%,32.87%,59.88%,6.59%,25.19%,4.32%,48.40%,84.51%,100.00%,92.74%,35.44%,64.56%,7.80%,29.81%,5.12%,57.28%,91.12%,17645.8,18413.5,234.9,28392.0,8558.7,224.0,200.9,26426.4,15880.2,12096.1,12726.7,31516.3,2412.7,10682.4,37072.9,735.0,863.2,12416.6,45152.8,46701.7,42656.1,48922.4,43895.4,41569.8,38012.1,42879.5,42319.2
#209-2,,85888,80000,28086,51914,5824,21946,3265,41884,72919,100.00%,93.14%,32.70%,60.44%,6.78%,25.55%,3.80%,48.77%,84.90%,100.00%,93.14%,35.11%,64.89%,7.99%,30.10%,4.48%,57.44%,91.15%,17799.4,18557.2,234.1,28470.2,8891.2,223.0,191.5,26614.1,16072.7,12565.4,13112.1,32891.4,2411.4,11452.1,37819.2,836.0,876.0,12837.5,45871.2,47358.8,43459.6,49468.3,44880.3,42119.7,38998.6,43305.9,42881.8
#210-1,,85577,80000,12983,67017,3522,8238,2881,57255,71896,100.00%,93.48%,15.17%,78.31%,4.12%,9.63%,3.37%,66.90%,84.01%,100.00%,93.48%,16.23%,83.77%,4.90%,11.46%,4.01%,79.64%,89.87%,25811.3,26825.6,241.4,31975.6,12693.2,231.4,217.6,27971.9,22932.7,6704.3,6987.7,34190.8,1717.8,11051.0,47221.6,250.3,903.9,6682.0,47575.5,49282.6,44312.0,50245.6,45545.2,42287.4,39986.3,43509.8,43328.2
#210-2,,86052,80000,12951,67049,3482,8262,2860,57083,71687,100.00%,92.97%,15.05%,77.92%,4.05%,9.60%,3.32%,66.34%,83.31%,100.00%,92.97%,16.19%,83.81%,4.86%,11.53%,3.99%,79.63%,89.61%,25832.5,26979.5,235.9,32145.2,12799.3,226.4,222.4,28041.2,22985.3,6701.4,6821.7,33521.9,1664.4,10911.1,46829.9,290.3,907.0,6661.0,47992.5,49447.7,44637.1,50376.8,45857.3,42387.3,39838.5,43382.4,43246.6
#211-1,,92116,80000,33960,46040,1208,28555,2380,37543,69686,100.00%,86.85%,36.87%,49.98%,1.31%,31.00%,2.58%,40.76%,75.65%,100.00%,86.85%,42.45%,57.55%,1.73%,40.98%,3.42%,53.87%,87.11%,29423.9,32239.7,217.7,55859.7,19562.5,208.3,217.2,41667.5,22880.1,18977.3,21084.4,46881.8,2055.8,17539.0,49201.5,979.2,919.0,20993.7,48360.3,51797.0,43846.6,57661.3,48245.6,42186.7,36325.9,44290.9,43225.2
#211-2,,93263,80000,34050,45950,1449,30182,2409,39728,73768,100.00%,85.78%,36.51%,49.27%,1.55%,32.36%,2.58%,42.60%,79.10%,100.00%,85.78%,42.56%,57.44%,1.96%,40.91%,3.27%,53.86%,92.21%,28013.1,28384.1,207.5,49263.6,20564.1,196.8,236.5,40184.0,22133.4,21335.9,22930.5,51368.4,1857.3,19556.9,53118.1,651.6,1007.4,22681.1,48675.1,49566.2,44006.4,53686.2,49513.8,42309.7,38087.8,44513.8,43500.4
#212-1,,92109,80000,25347,54653,2311,21687,2662,48422,75082,100.00%,86.85%,27.52%,59.34%,2.51%,23.54%,2.89%,52.57%,81.51%,100.00%,86.85%,31.68%,68.32%,3.08%,28.88%,3.55%,64.49%,93.85%,21462.8,22534.3,210.5,32887.7,14529.2,201.2,225.8,29102.2,19281.9,10893.5,11733.6,33818.4,1491.0,8867.2,36824.4,1235.5,943.1,11561.5,44701.2,46741.7,41980.8,48949.7,46421.1,41047.9,35841.7,43374.1,42528.9
#212-2,,90972,80000,25187,54813,2326,21829,2366,48596,75117,100.00%,87.94%,27.69%,60.25%,2.56%,24.00%,2.60%,53.42%,82.57%,100.00%,87.94%,31.48%,68.52%,3.10%,29.06%,3.15%,64.69%,93.90%,21786.3,22497.8,206.0,32741.0,14721.5,197.1,230.6,29197.2,19409.2,11045.8,11791.8,33977.1,1597.4,10449.6,36526.7,1519.1,937.1,11592.3,45621.1,47248.5,42669.7,49352.5,47631.8,41448.9,36982.7,43710.9,42963.1
#213-1,,90000,80000,44252,35748,2263,39764,3039,31148,76214,100.00%,88.89%,49.17%,39.72%,2.51%,44.18%,3.38%,34.61%,84.68%,100.00%,88.89%,55.31%,44.69%,2.97%,52.17%,3.99%,40.87%,95.27%,13587.7,13987.8,183.6,31075.8,13658.6,180.2,155.7,28192.1,12027.6,18233.4,19243.4,33313.8,1825.8,10378.6,34707.0,2735.5,938.1,18908.7,43203.6,44958.3,41949.7,48682.6,46776.4,40922.8,35495.6,43337.7,41867.1
#213-2,,94188,80000,44771,35229,2302,38783,4602,30729,76416,100.00%,84.94%,47.53%,37.40%,2.44%,41.18%,4.89%,32.63%,81.13%,100.00%,84.94%,55.96%,44.04%,3.01%,50.75%,6.02%,40.21%,95.52%,12527.7,13606.7,185.3,30663.5,13255.6,183.5,170.8,27805.5,11684.1,15960.4,17685.9,30096.6,1913.6,10108.5,32636.2,2154.0,887.4,17354.8,42266.2,42957.8,39979.1,46743.2,45270.9,39293.5,34464.0,41710.3,40154.6
#214-1,,90016,80000,57656,22344,1566,51899,3637,19207,76309,100.00%,88.87%,64.05%,24.82%,1.74%,57.66%,4.04%,21.34%,84.77%,100.00%,88.87%,72.07%,27.93%,2.05%,68.01%,4.77%,25.17%,95.39%,8731.2,8988.2,179.4,31718.2,14683.1,176.5,130.9,28671.7,7644.3,23866.6,25150.6,34028.5,2242.2,14836.8,35068.8,3206.1,981.3,24555.1,42707.2,44399.7,42376.4,49620.6,49617.4,41257.6,35119.7,43528.4,41708.2
#214-2,,90716,80000,57933,22067,1373,52158,3562,19135,76228,100.00%,88.19%,63.86%,24.33%,1.51%,57.50%,3.93%,21.09%,84.03%,100.00%,88.19%,72.42%,27.58%,1.80%,68.42%,4.67%,25.10%,95.28%,8865.8,9105.5,186.8,32520.0,14172.4,183.8,139.6,29319.9,7747.5,24124.9,25352.0,34220.4,2069.5,9375.0,35261.9,2724.8,992.4,24672.8,43830.1,45389.0,43553.4,50208.0,47606.6,42193.4,37003.4,44234.5,42560.8
#215-1,,91527,80000,39283,40717,1841,35482,2308,36037,75668,100.00%,87.41%,42.92%,44.49%,2.01%,38.77%,2.52%,39.37%,82.67%,100.00%,87.41%,49.10%,50.90%,2.43%,46.89%,3.05%,47.63%,94.59%,16240.3,16639.7,199.2,32501.1,13856.8,194.9,164.6,29335.7,14404.7,16602.2,17586.0,34320.0,1441.4,8009.7,35400.9,2682.7,953.6,17330.9,45691.0,47128.9,44062.8,50087.0,47340.5,42757.1,37526.7,44636.2,43604.0
#215-2,,97699,80000,38984,41016,1924,34747,2539,36101,75311,100.00%,81.88%,39.90%,41.98%,1.97%,35.57%,2.60%,36.95%,77.08%,100.00%,81.88%,48.73%,51.27%,2.55%,46.14%,3.37%,47.94%,94.14%,15616.3,16888.1,196.4,32752.8,13858.2,194.2,151.5,29670.8,14671.8,15378.3,16861.8,32943.3,1577.0,10299.5,34320.1,2800.8,925.1,16635.6,41828.9,44548.1,41535.6,47411.4,45510.4,40403.4,35057.2,42286.2,41256.1
#216-1,,94912,80000,27601,52399,2144,23826,2453,44413,72836,100.00%,84.29%,29.08%,55.21%,2.26%,25.10%,2.58%,46.79%,76.74%,100.00%,84.29%,34.50%,65.50%,2.94%,32.71%,3.37%,60.98%,91.04%,33357.0,33449.1,212.0,50956.7,21569.3,199.0,251.4,41681.3,26124.4,16191.3,17635.3,47147.9,2089.7,17348.5,50063.6,817.8,924.7,17478.8,47597.2,48773.9,42187.9,52243.0,47754.4,40496.4,36829.3,43001.1,42113.8
#216-2,,91662,80000,28224,51776,2058,24026,2945,44432,73461,100.00%,87.28%,30.79%,56.49%,2.25%,26.21%,3.21%,48.47%,80.14%,100.00%,87.28%,35.28%,64.72%,2.80%,32.71%,4.01%,60.48%,91.83%,32172.3,32597.9,210.1,50253.1,20407.3,196.6,247.9,41041.6,25469.4,17783.8,18954.4,50039.7,2009.2,15321.4,53661.9,431.7,992.1,18597.1,49495.9,50020.8,43493.1,53579.1,47148.0,41669.1,37788.5,44382.4,43308.1
#217-1,,89121,80000,13900,66100,2649,10744,2485,58913,74791,100.00%,89.77%,15.60%,74.17%,2.97%,12.06%,2.79%,66.10%,83.92%,100.00%,89.77%,17.37%,82.63%,3.54%,14.37%,3.32%,78.77%,93.49%,26808.0,27327.7,226.4,33026.8,14609.8,211.7,248.9,29346.9,23672.7,6756.8,7060.0,33971.4,1400.9,9315.4,40512.1,635.4,872.7,6858.1,47495.5,48272.4,42903.2,49401.5,46182.2,41572.8,37430.6,43786.0,43341.8
#217-2,,89731,80000,13991,66009,2535,10763,2533,58997,74828,100.00%,89.16%,15.59%,73.56%,2.83%,11.99%,2.82%,65.75%,83.39%,100.00%,89.16%,17.49%,82.51%,3.39%,14.38%,3.39%,78.84%,93.54%,26911.9,27623.4,226.6,33430.4,15317.9,211.9,253.7,29838.0,24083.3,6709.7,7113.3,34450.2,1319.1,8494.2,41375.4,563.4,894.3,6963.2,47323.4,48337.5,43315.7,49401.9,45639.4,41819.3,38124.2,43875.7,43444.9
#218-1,,89629,80000,30563,49437,3840,27277,2097,42508,75722,100.00%,89.26%,34.10%,55.16%,4.28%,30.43%,2.34%,47.43%,84.48%,100.00%,89.26%,38.20%,61.80%,5.07%,36.02%,2.77%,56.14%,94.65%,18865.4,19362.1,208.0,31203.5,13770.3,200.6,215.5,28811.9,16950.7,14701.3,15316.1,37268.8,1744.5,8628.4,38958.6,1691.7,959.5,15056.9,45455.4,46540.4,42817.4,48842.1,46508.7,41549.8,36458.7,43735.6,42887.3
#218-2,,90709,80000,30531,49469,3674,26815,2577,42950,76016,100.00%,88.19%,33.66%,54.54%,4.05%,29.56%,2.84%,47.35%,83.80%,100.00%,88.19%,38.16%,61.84%,4.83%,35.28%,3.39%,56.50%,95.02%,18408.1,19243.0,204.2,30993.3,13995.3,198.1,198.2,28482.7,16846.1,13976.6,14847.2,36129.9,1712.1,9171.7,38411.8,1487.6,950.3,14580.6,43553.9,45238.7,41525.1,47530.6,45131.4,40484.0,36282.7,42820.5,41886.4
#219-1,,89501,80000,46577,33423,3179,41684,3374,28242,76479,100.00%,89.38%,52.04%,37.34%,3.55%,46.57%,3.77%,31.55%,85.45%,100.00%,89.38%,58.22%,41.78%,4.16%,54.50%,4.41%,36.93%,95.60%,12276.5,12717.4,173.6,30198.0,13566.8,170.1,150.6,28169.6,11065.7,19902.7,21053.7,34672.8,2074.6,8308.7,36225.3,2691.2,961.9,20563.5,42478.3,43987.2,41380.6,47619.8,45263.6,40308.1,35629.8,42680.9,41184.0
#219-2,,92442,80000,46908,33092,3081,41082,4316,28042,76521,100.00%,86.54%,50.74%,35.80%,3.33%,44.44%,4.67%,30.33%,82.78%,100.00%,86.54%,58.64%,41.37%,4.03%,53.69%,5.64%,36.65%,95.65%,11492.1,12392.1,173.3,29712.2,13188.9,170.3,166.4,27615.0,10751.7,18729.3,20441.8,33500.1,1931.5,8443.4,35816.8,2096.8,953.1,20036.5,40043.0,42419.5,39777.6,46164.2,43508.5,38979.2,34138.1,41469.5,39801.1
