,0.190894666666667,0.38972975,0.9680055,1.150488,1.58760375,gene
0,92.86529664822312,75.11003099208361,158.38940737249317,90.66034203221446,84.0330500270521,yrdA
1,53.978024467384344,57.5286222353737,69.43959736851579,56.444309439378316,96.2688875959357,HHKABJCC_00007
2,146.7009319657008,132.66493378092827,155.1288431093618,129.0637389108206,221.7793163504645,aroE
3,151.52665779078325,155.08652308527496,172.46578524883412,143.6399432299203,248.23457991044313,tsaC
4,271.40584189192725,247.33036507558535,206.18431646946703,203.8173420818158,221.5721958517688,yrdD
5,267.91951945667046,176.97295907847734,125.76241408917593,139.3255798917256,94.96983217752303,HHKABJCC_00011
6,55.767253600976744,37.63909237541239,30.73684664575171,26.19853248120096,24.044033707976887,smf
7,519.5616503388349,350.4782162748539,392.8257386360542,378.2178650065588,933.7350835610393,def
8,245.41842678700743,191.13762134742495,218.62719728573205,231.17107223928033,556.9161251825301,fmt
9,92.80919552238903,101.11768247382324,95.30723222114514,104.39426288482917,251.47550728092693,rsmB
10,127.00504331432376,101.0531847068205,96.20440360526027,100.58499672590499,242.3295670550353,trkA
11,415.5669784291349,310.2364020222732,251.42247135553293,141.60897756143174,268.38552221424015,mscL
12,55.10758798082738,19.63996617352459,16.834485074867715,14.290846573294765,16.536433728744647,arfA
13,60.362644885005935,28.624578745301413,17.643826749579844,13.830658469600287,19.371658522435254,zntR
14,98.65947773183359,54.65989525763709,35.05957812588067,26.18525610859898,35.89138413745253,HHKABJCC_00020
15,2251.789754439692,3643.561151138747,5719.662487346568,5248.604615461727,7565.036464811575,rplQ
16,3343.9347150240237,4966.356656702782,7124.515699141379,6479.9079888213455,9755.197753408367,rpoA
17,3094.5778322214983,3987.9681470668547,5057.713949685134,4581.926917495149,8534.456678383314,rpsD
18,4080.3322020603946,5624.8257912998815,9151.264588584258,8503.068248705333,11813.717321219814,rpsK
19,4231.761446161941,6325.325407351586,8463.559002714814,6936.274613902218,11054.153009820884,rpsM
20,1518.3902448095932,2494.5958964053907,3578.309218076638,3528.31002969128,6350.344503828246,rpmJ
21,1903.5627864137045,3097.3420979330685,4639.865199932719,4207.666576217442,8137.526673108567,secY
22,2403.0789541146924,3803.8133986945545,5835.359770597699,5474.368281030265,9721.001113527016,rplO
23,2685.0799577000953,3945.8908747804426,5754.973437917426,4884.018942809105,10403.207623930006,rpmD
24,2243.9514706967143,3794.6823597626526,5605.89061990376,5106.942840228081,9170.006779545483,rpsE
25,1951.8637636984706,3543.0163362266253,5209.722772048655,4592.365288905423,9723.90750833539,rplR
26,2487.6137625915835,4153.047033007304,6164.889575825729,5564.792498676736,9134.031761232774,rplF
27,2212.069699648948,3942.9326424031183,6306.937479648761,5245.873580589808,9210.946874750949,rpsH
28,4099.4234622204785,5720.400677547037,7914.863402234161,7179.271371121445,10934.643536486008,rpsN
29,3366.4543775314637,5195.675928196477,6546.7482008642155,5824.420554429536,8547.020802631552,rplE
30,2001.0928014684368,3096.0710114956396,4902.386762096541,3692.2319906491157,8563.537294345602,rplX
31,1473.6546289503076,2039.876491839171,2921.259382016575,2657.058067150993,5474.734385224519,rplN
32,2047.0794190785384,3869.5389728133973,5452.295123476057,4713.835453370522,7267.105618267111,rpsQ
33,2274.9882364340438,5158.068464077067,6875.994755980933,5978.16635502835,9805.520052298969,rpmC
34,1480.6830159743697,3028.0142193416377,4380.678435721795,3693.4463317249083,8159.851672424522,rplP
35,1528.5265692408864,3087.340008212359,4731.9357102879585,4579.329143478837,8805.35000904728,rpsC
36,1711.9182016027705,3737.55866331589,5660.2736399272,4838.737399177382,9146.740882890896,rplV
37,2320.642586630147,5280.087378797556,6667.780533706975,6320.663851595358,8475.523362586497,rpsS
38,1795.3797704656888,3724.041236195754,5647.309652957954,5101.393427766698,7536.955279551968,rplB
39,2727.9391437691943,5909.488533149284,7267.322826335701,6456.52201393462,10290.299342611663,rplW
40,1448.7114550849692,2751.5126834927087,4615.718985493118,4014.0897051056277,9169.308172730622,rplD
41,1970.9982171517865,3845.00602472795,6021.343191312032,5070.920674193056,10690.556335412366,rplC
42,3852.2543402880847,7612.006292371429,8707.517891926193,7619.713688605959,11631.5718145172,rpsJ
43,35.82835353717652,19.98933567769288,12.1609397232967,8.47534053087456,14.250078759516757,gspB
44,2.4322176177280226,1.2064086714161482,1.227575645385315,1.072746929120151,0.9701882483109566,gspA
45,27.13482853685031,5.685927575264152,4.98749679125618,1.4989105830397407,2.990362907916696,gspC
46,36.75746352310806,6.660728861236219,8.619228270660145,2.6296750960740285,4.802572961095176,gspD
47,25.203581900350336,4.381498902233238,8.255045013262084,2.7024445364113054,3.483528169132259,gspE
48,17.408726478353586,4.000978006719341,4.997038959593837,1.827580243311177,2.276736378685104,gspF
49,8.574379427251989,1.572367241673454,2.808429106131581,0.9445932515222016,1.0540981472012891,gspG
50,8.098786391266854,1.8012508959226547,2.9350858901691153,0.4769881942007325,1.8123804044885796,gspH
51,2.901644884287351,1.1633375690593497,0.794827460793904,0.3127150053755221,1.1323569637850008,gspI
52,1.8584382520133822,0.1666546094989815,1.4450979715631704,0.9380811946946708,0.7295475165163228,gspJ
53,2.1512812541477686,2.4739130545995507,1.0549519783899173,0.9897143003400091,1.6117808364471788,gspK
54,5.341537134742024,2.642107532698062,4.460861475787038,2.2789917088649765,4.133340547183016,gspL
55,3.8060886269955523,2.979203629324246,2.7567205190319055,2.3581286013343514,2.987823269459728,gspM
56,4.632895632230143,2.250831584342631,3.4113061808386895,2.1817596247180173,2.5900573492255297,gspO
57,304.66978806747136,108.51472799462206,38.68402323402162,12.626863352896983,43.785972641703324,bfr
58,28.103704371244252,38.77477935598969,26.426714968988488,9.830723963259903,44.955437168542026,bfd
59,19.346988527190746,13.881047702535039,21.478774719769657,15.413591048041518,25.249222317899147,chiA
60,5117.807275058978,6521.018360664989,8038.9163474465895,7934.535194755064,10115.99278914572,tufA
61,2831.5211966014376,4261.44412027273,5743.680593955269,5465.66677086924,8796.430824396024,fusA
62,2329.06501762469,3267.266977145954,4679.095282762326,4225.841162676015,6254.394770322248,rpsG
63,1346.5263216680378,1860.3947528629296,2482.2719950631135,2158.1104734874198,4795.008009000229,rpsL
64,210.3592091278362,99.6815578827086,118.63062757425683,78.73190050451346,190.4264303688639,tusB
65,220.70940417864836,90.13171832726651,93.78761923023353,70.35159089259764,144.17958097824794,tusC
66,272.86450549585993,132.21056217546044,136.72404249014926,86.44242504471525,160.88027083136765,tusD
67,680.6178337300374,315.3704448652533,310.7368453044583,187.15442640559678,341.16937850479957,yheO
68,247.60525005516132,335.06745435410846,325.73576848382515,275.77995451103027,366.7636042914627,fkpA
69,30.578956311745337,11.405512811894774,12.25071480314055,11.318839264289316,16.8992667993717,slyX
70,608.2972752522275,377.4625993301453,543.4365964735614,462.8021077948071,819.9510303650732,slyD
71,76.59753619949132,63.85165072497752,46.38399165272563,29.151390152248176,34.518911300512855,HHKABJCC_00077
72,28.146454937365597,16.797191360010235,16.654674444198463,11.066837551784833,16.407334365704543,kefB
73,108.59461775403386,34.97204912506092,53.48206569119974,31.06913323239469,48.186601233289664,kefG
74,87.69180406774281,70.95860699988224,103.93043179233909,81.56732913924604,155.48855385715285,yheS
75,84.49766573415546,49.52965584349042,64.58217504915024,40.630746249643444,81.16466278096254,yheT
76,149.05287494146222,54.26603675783841,56.500886633509566,33.66634695962664,56.493033468279286,HHKABJCC_00082
77,157.70090804481532,114.28032114338384,83.05569702719852,50.45093334274995,41.44799697286824,prkB
78,101.2867935439032,82.35710465489265,46.430849749451745,32.27735024004806,26.590530233855475,yhfA
79,1471.204245141543,1679.9657815123962,1178.9045712141333,1292.4084752007943,1149.955980865891,crp
80,61.48761231493146,80.61987174232888,65.78323159506553,58.5774089600343,64.02320731120791,yhfK
81,317.86198166990664,425.83686263230476,939.574058221142,25.003802406388576,61.93861651792702,argD
82,101.161662097115,41.47203632897267,44.02751932041281,32.06031173432505,69.6144742052509,pabA
83,157.98673416198505,52.498631123662385,21.549434592227456,6.506913455024657,7.969584461521884,fic
84,309.938943459144,104.10697073198344,45.61426401226498,17.706561434832352,24.14322540050439,HHKABJCC_00090
85,232.44803621241834,260.748457493211,208.95558799115457,175.300137983997,311.58091844941237,ppiA
86,231.81613179617102,4.387513035512104,68.14173733832834,4.283353056998031,101.83992143422168,tsgA
87,5.559921279078354,0.9494235400834746,2.1408783045954567,0.8979610404128104,2.9892560770400203,nirB
88,1.603530603923676,0.856502379837586,1.0663070148444518,1.4484736079335372,0.9088732493300085,nirD
89,4.910072892026914,4.304723595603539,7.153862892302046,2.8157091229174065,8.090488204456598,nirC
90,83.09699187920516,48.272254304803454,71.75693386493113,44.107383931102795,68.64867086463018,cysG
91,3.322319075723546,2.8983698690776007,0.5283519816167,0.0,2.0638673164024146,HHKABJCC_00097
92,0.15309640206013955,5.751809150303833,0.33603936172106597,2.183582625394012,0.4826519796455132,frlA
93,8.760793909880125,20.38298720064788,3.697569158270277,7.696904099843373,4.165850466755689,frlB
94,3.810769094386757,3.8338925031275615,1.6543079996336125,2.7499625563981347,2.678925998175699,frlC
95,17.01038445240153,7.838239711740432,7.87138885316004,6.511089296075408,8.543199146364014,frlD
96,70.6998092850618,57.70076439089752,60.51903070520414,48.836376798477275,62.167059587056855,frlR
97,6.572031592293827,3.5915077060619334,3.417877409388501,2.190153673171583,2.9801507377740855,yhfS
98,4.689868315984624,3.6711523455012305,2.6865757871752485,2.8110862236552157,3.4941009629654625,yhfT
99,3.7580786842365432,2.453144162615181,3.740216991535992,3.2639937640753125,0.8580076471831389,HHKABJCC_00105
