,0.18176,0.40619375,0.8843265,1.12682533333333,1.52532975,gene
0,110.64238263814744,76.92931564805687,170.93922621253984,138.34321343257093,94.82513708938939,yrdA
1,57.60505818385217,57.16498798595876,57.1324352134313,77.60283581268958,96.11443003263162,HHKABJCC_00007
2,165.03922948228737,147.677024342576,168.32276598805487,191.86832886098296,200.19821207433512,aroE
3,171.90689984109798,148.01077765257958,195.76636169037977,215.41623699296184,233.72812166988615,tsaC
4,317.67031022218015,246.8355603060862,231.63434416255706,287.88416654836726,228.24425957694453,yrdD
5,244.38752737750394,201.4152960496419,141.5499815077256,246.0029549164068,103.86717213047878,HHKABJCC_00011
6,53.31407346852866,37.865503864175636,33.24659050186633,46.836471739251046,24.22649892758662,smf
7,543.0875762358951,386.5311564541128,441.99976475942435,517.6400697202337,882.721489031633,def
8,257.3568461429673,192.5595302924656,244.75829926125823,282.4391736689945,501.6756729500885,fmt
9,98.55309934054776,94.62213935241085,97.50896793807772,131.77668075909097,240.09321536753987,rsmB
10,152.95269300257644,114.10240158124608,104.8937822359712,119.26563475554661,230.62350950493732,trkA
11,473.96944433636406,350.7008809544375,263.8439685757225,186.2962552819371,270.7026587459757,mscL
12,47.43984616113043,26.788001447884543,20.481571350905007,19.424736795316086,18.370264617131433,arfA
13,73.48660227453318,29.74172100996688,25.340506696535464,24.815484539197712,17.5100174417707,zntR
14,112.61778819365557,57.17442181479953,55.14728808519586,57.613183539208094,38.049897847065864,HHKABJCC_00020
15,2374.474735709708,3848.4103325660326,6014.577947476,5624.51082982059,7629.478170902068,rplQ
16,3841.5642421944613,5459.249509290259,7577.304328897022,7294.466271630956,9447.140347671339,rpoA
17,3428.2545440787117,4146.616910853069,5277.523960203836,4702.15983639753,7989.420606694748,rpsD
18,4529.407197345311,6621.282161617228,10015.563962411092,9116.908904995844,11566.962526593561,rpsK
19,4819.8483080848055,7020.8943992827035,9402.511126936792,8225.682346179212,10750.173685678685,rpsM
20,1533.4877013004884,2548.6067714535257,3764.731565938029,4028.227621513924,6427.89512439075,rpmJ
21,1937.5740219046006,3355.8072527617896,5204.706167595188,4742.884996474779,8027.351372295836,secY
22,2533.747026732906,4416.953366567186,6278.7351707045,5887.023515228811,8811.44114119048,rplO
23,2681.1208639909437,4147.829990085796,6293.429649003058,5617.4337595702855,9671.584093806407,rpmD
24,2331.4413840686734,3932.2145524738285,6004.689635457111,5412.246576450275,8581.163262823102,rpsE
25,2057.5213648005965,4038.918842188278,5805.839984118815,5103.506715503965,9277.092272240614,rplR
26,2657.342257344213,4863.557991652731,6761.90683593577,6020.32029499224,8729.558840908174,rplF
27,2243.806541557821,4108.608764697816,6449.608906518901,5516.43436752796,9157.477291114483,rpsH
28,4317.560837197083,7185.689537275724,8737.548337536693,7885.704200722206,10803.441148413425,rpsN
29,3546.5516559948746,5828.343425863926,7286.587208857398,6418.347560745757,8058.503331929296,rplE
30,1982.136701165751,2813.6394966494695,3975.974282727029,3752.551536687948,7365.699878924908,rplX
31,1536.7443725449925,2097.096177152466,3048.5242659213895,2782.616340066428,5380.067576861571,rplN
32,1968.464814683714,4407.788302517864,6635.555409492325,6409.086916006974,7378.728976918401,rpsQ
33,2112.5287368011527,4725.079352452578,6968.560697483307,7184.896301397049,9812.013043058458,rpmC
34,1494.0191331060669,3169.5134953367246,4562.957155001286,4626.250216281889,7917.322111223714,rplP
35,1442.931433337573,3383.93903318024,5408.078647185822,4910.699042253082,8230.66261323803,rpsC
36,1637.4900173879632,3907.25738686088,6334.98663452343,5873.867095157878,9079.825194662675,rplV
37,2553.7314135048014,5619.476545483736,7371.853776968286,6663.4782442685355,8385.670299979047,rpsS
38,1883.5915889145022,4159.887016098131,5928.686644712295,5205.494710086283,7215.426571586478,rplB
39,2725.6504731488735,6340.676226415042,7902.816419104351,7018.456226970515,9594.006816755653,rplW
40,1451.0834294363324,3343.563181395641,4959.873620514043,3891.0811200495045,8002.639711422826,rplD
41,1959.5872466679625,4297.36079445931,6548.069933509905,5377.198455776008,10746.332239316347,rplC
42,3710.1644853652306,7815.962190302445,9173.224409460367,8257.606364407537,11521.169253667098,rpsJ
43,29.211802306263955,18.789665532282825,16.933536257223295,11.278974127015875,15.294522034640774,gspB
44,2.910788636146834,1.694034340302614,1.6625761558508816,1.295736206160213,1.0772365427398176,gspA
45,15.128731694029685,5.227069375525299,6.089557441691241,1.6938151911600055,3.6603081161998494,gspC
46,26.88368037584442,7.9485672428090695,8.956688797651804,3.5192752466694555,5.034905351145866,gspD
47,18.729594121062277,6.9897842329391295,8.841855472257144,2.472473961531218,3.5350918175110415,gspE
48,13.456247705738221,3.7961008430806524,4.656781086526713,2.373030399553237,2.4292977300156284,gspF
49,6.991436597935567,1.6476131913811292,2.538102624474894,1.0068908800888645,1.3148450460589647,gspG
50,3.6388112036095204,1.8369814356496077,1.2936706230423924,0.8840429923993269,1.6968371718552628,gspH
51,1.1114117124122058,0.9493204332215383,1.4690840044373323,0.47425257153748357,0.9403600216660257,gspI
52,0.5518681703279319,0.6704557722758531,1.7460012893728947,0.6112774798025497,0.3765932428645695,gspJ
53,2.316313635894243,1.0216516568225456,1.8984671398287771,1.2598163353655847,1.3940236837757458,gspK
54,5.172340909548315,3.3380586091228177,3.432716368656227,3.212641069745099,3.1714396906824893,gspL
55,5.663420395646194,3.794547888715605,2.8455648937511846,3.228390619178575,3.7513560237113275,gspM
56,3.6683830751728514,2.0722628000590837,3.941160083757924,2.2646694937451097,1.4334834597763764,gspO
57,253.13773090329894,99.80687759340705,41.016773295275755,21.0779352291833,30.522248072761286,bfr
58,41.445953707448254,24.009537456503583,22.119123614417727,13.229195924387199,30.22981991412602,bfd
59,21.330250381327154,17.062267086318137,28.369909475224134,23.635495571071907,28.15824857354511,chiA
60,4227.821406084318,6349.081262330073,8547.950132971935,8882.789677321425,9776.13699927642,tufA
61,2868.737591870396,4604.220813192032,6402.770667929348,6105.706228815925,8356.399354159905,fusA
62,2131.0781075500317,3384.300831329914,5015.298308158002,4533.169410470422,6211.432866227715,rpsG
63,1251.3801924097406,1827.242619355791,2783.7215577461598,2685.682828874509,4864.426626792709,rpsL
64,187.4146482860568,97.88225272776528,124.90662909545408,101.83073103378008,171.24968549758125,tusB
65,215.35624693526816,86.5013331775489,96.67538468909751,82.29124862216435,122.6612029332448,tusC
66,267.17797631232156,117.46554608544841,129.61791949160755,106.11545551580039,143.45147602541158,tusD
67,696.6879893055755,329.3012629030236,312.31446724459727,262.82771250932035,321.917558918116,yheO
68,218.45490259191803,246.44272772663652,301.4093174441897,409.5547635312419,378.32530240627784,fkpA
69,16.367531543488415,10.749418510029443,8.758241771171889,12.315395032920819,25.97541004213229,slyX
70,580.2286833280662,381.27940952040683,540.0176594509887,577.0277115820234,760.0202704976662,slyD
